,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,Titu_4,Titu_10,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI
277,5.62,0.0,5.62,30,0,30,0.86,4,0,4,0.9,0.0,0.9,2416,0,2416,80.53,0.0,80.53,604.0,604.0,6.0,5.166666666666667,5.625,0.0,5.5,5.0,5.0,5.5,6.0,5.5,0.0,6.5,6.0,4.0,5.5,4.0,6.0,7.5,3,8,0.0,0.0,0.0,0.0,1.0,14.0,0.8239,1764.0,39.0,22.0,65.36,16.0,0.0,0.0,7.0
278,5.48,5.63,5.32,27,4,34,0.94,4,0,4,0.78,1.0,0.71,1743,345,1945,64.56,86.25,57.21,436.0,486.0,6.5,5.625,5.5,4.5,6.5,6.0,5.5,0.0,5.5,7.5,3.0,5.0,6.0,5.0,5.5,5.5,7.0,6.0,4,9,0.0,0.0,0.0,1.0,1.0,5.0,0.8144,1267.0,36.0,33.0,51.88,31.0,0.0,0.0,5.5
279,5.4,4.88,5.43,25,4,34,1.19,4,0,5,0.8,1.0,0.82,1865,360,2561,74.6,90.0,75.32,466.0,512.0,6.0,4.875,4.8,4.0,6.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,7.5,7.0,5.0,4.5,0.0,4,5,0.0,0.0,2.0,3.0,5.0,11.0,0.8766,1668.0,15.0,32.0,47.78,25.0,0.0,0.0,5.25
280,5.31,0.0,5.31,13,0,13,1.16,4,0,4,0.85,0.0,0.85,831,0,831,63.92,0.0,63.92,208.0,208.0,6.0,5.5,5.214285714285714,0.0,5.0,5.5,6.0,5.5,0.0,0.0,3.0,4.5,7.0,0.0,6.0,4.5,5.0,5.0,3,7,0.0,0.0,2.0,1.0,1.0,3.0,0.7819,502.0,3.0,9.0,50.41,13.0,0.0,0.0,0.0
281,5.58,5.58,5.54,32,32,39,0.72,3,3,3,0.78,0.78,0.74,2323,2323,2696,72.59,72.59,69.13,774.0,899.0,6.5,5.5,5.45,5.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,6.5,5.0,6.0,5.0,6.5,7.0,4,10,0.0,0.0,0.0,2.0,6.0,6.0,0.8603,1961.0,31.0,28.0,51.67,30.0,0.0,0.0,6.5
282,5.57,0.0,5.78,14,0,23,0.76,3,0,7,0.79,0.0,0.87,1009,0,1819,72.07,0.0,79.09,336.0,260.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.5,0,0,3.0,0.0,0.0,0.0,0.0,3.0,0.8965,924.0,23.0,20.0,57.02,11.0,0.0,0.0,5.5
283,5.52,5.5,5.44,25,7,32,0.91,3,1,3,0.92,0.71,0.94,2067,497,2689,82.68,71.0,84.03,689.0,896.0,6.0,6.0,5.5,6.5,4.5,7.0,6.0,4.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,4,7,0.0,0.0,2.0,3.0,1.0,5.0,0.8453,1989.0,29.0,32.0,50.53,11.0,0.0,0.0,7.0
284,5.5,0.0,5.44,26,0,34,1.1,3,0,3,0.96,0.0,0.97,2131,0,2833,81.96,0.0,83.32,710.0,944.0,6.5,5.833333333333333,5.375,0.0,6.0,6.0,5.5,4.5,0.0,3.5,6.0,6.5,5.0,6.5,6.0,3.0,6.5,5.0,3,8,1.0,1.0,2.0,4.0,2.0,14.0,0.8319,1995.0,41.0,37.0,58.7,36.0,0.0,0.0,5.5
285,5.34,5.0,5.35,25,1,30,0.69,3,0,4,0.4,0.0,0.4,1147,20,1376,45.88,20.0,45.87,382.0,344.0,5.5,5.166666666666667,5.055555555555555,5.0,0.0,4.5,6.0,5.0,4.5,5.5,5.0,4.5,5.5,5.0,5.5,6.0,5.0,6.5,3,9,0.0,0.0,1.0,1.0,1.0,11.0,0.7683,823.0,15.0,23.0,52.26,27.0,0.0,0.0,0.0
286,5.31,5.31,5.31,32,32,39,1.13,3,3,3,0.97,0.97,0.97,2790,2790,3416,87.19,87.19,87.59,930.0,1139.0,4.0,5.0,5.05,4.0,5.5,7.0,3.5,6.0,4.0,5.5,3.5,5.5,6.0,6.0,4.5,5.5,7.0,4.0,4,10,0.0,0.0,0.0,3.0,2.0,6.0,0.8227,2010.0,52.0,16.0,58.64,29.0,0.0,0.0,6.0
287,5.3,6.0,5.31,28,2,36,0.9,3,0,3,0.75,1.0,0.61,1861,150,2056,66.46,75.0,57.11,620.0,685.0,5.0,5.666666666666667,5.333333333333333,7.5,4.5,0.0,5.0,5.0,5.0,4.5,4.5,7.0,5.0,4.5,4.0,5.0,5.0,5.0,3,9,0.0,0.0,1.0,2.0,3.0,13.0,0.8578,1017.0,18.0,25.0,51.74,34.0,0.0,0.0,5.5
288,5.28,5.88,5.28,16,8,16,1.35,3,2,3,0.69,0.88,0.69,1160,707,1160,72.5,88.38,72.5,387.0,387.0,6.0,5.5,5.875,6.0,5.5,4.5,6.0,8.0,4.5,5.0,7.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4,8,0.0,0.0,0.0,0.0,0.0,1.0,0.9108,1082.0,20.0,18.0,61.95,10.0,0.0,0.0,0.0
289,5.26,4.9,5.23,23,5,28,0.93,3,0,3,0.96,1.0,0.86,1929,443,2118,83.87,88.6,75.64,643.0,706.0,4.0,4.625,5.0,4.0,5.5,4.5,4.5,6.0,0.0,0.0,0.0,0.0,5.5,7.5,4.5,5.5,6.0,5.0,4,6,0.0,0.0,0.0,0.0,0.0,1.0,0.8712,1298.0,32.0,23.0,54.02,23.0,0.0,0.0,0.0
290,5.24,4.5,5.24,27,2,27,1.18,3,0,3,0.7,0.0,0.7,1604,41,1604,59.41,20.5,59.41,535.0,535.0,6.5,4.5,5.714285714285714,5.5,3.5,0.0,0.0,0.0,6.0,7.0,6.5,5.5,6.0,5.0,4.0,5.0,5.0,3.0,2,7,0.0,0.0,0.0,5.0,5.0,11.0,0.6593,843.0,13.0,26.0,46.96,29.0,0.0,0.0,4.5
291,5.11,5.69,5.09,31,8,39,1.05,3,1,3,1.0,1.0,0.97,2783,720,3320,89.77,90.0,85.13,928.0,1107.0,4.0,5.375,5.388888888888889,5.5,7.5,4.0,4.5,5.5,6.0,5.5,7.0,0.0,3.0,3.0,6.5,4.5,6.0,4.0,4,9,0.0,0.0,0.0,0.0,1.0,3.0,0.8897,2552.0,28.0,17.0,58.67,24.0,0.0,0.0,4.5
292,5.05,5.67,5.11,31,12,38,1.16,3,2,3,0.94,0.92,0.95,2676,1035,3277,86.32,86.25,86.24,892.0,1092.0,6.0,6.0,5.8,6.0,6.0,6.0,6.0,4.5,5.5,5.5,6.0,7.0,5.5,5.0,5.0,0.0,5.0,2.5,4,10,1.0,0.0,0.0,1.0,1.0,4.0,0.794,1504.0,44.0,22.0,57.75,30.0,0.0,0.0,4.0
293,5.02,5.5,5.03,26,7,34,1.01,3,2,3,0.58,0.71,0.56,1229,394,1573,47.27,56.29,46.26,410.0,524.0,7.0,4.625,5.5,4.5,5.0,5.0,4.0,6.5,8.0,5.5,0.0,0.0,0.0,3.0,4.5,4.0,7.0,4.5,4,7,0.0,0.0,2.0,1.0,2.0,3.0,0.7321,795.0,24.0,19.0,50.79,33.0,0.0,0.0,6.0
294,5.59,5.59,5.54,32,32,40,0.94,2,2,3,0.84,0.84,0.8,2332,2332,2822,72.88,72.88,70.55,1166.0,941.0,6.0,5.375,5.75,5.5,4.0,6.0,6.0,5.5,4.5,6.0,8.0,6.0,6.0,6.5,6.0,6.0,6.0,8.0,4,10,0.0,0.0,1.0,4.0,8.0,16.0,0.8405,1635.0,35.0,24.0,51.26,27.0,0.0,0.0,6.0
295,5.58,5.58,5.58,32,32,39,0.94,2,2,2,0.97,0.97,0.97,2796,2796,3407,87.38,87.38,87.36,1398.0,1704.0,6.5,5.125,5.3,5.5,5.5,5.0,4.5,5.5,6.0,5.5,4.5,5.0,6.0,6.0,6.5,7.0,5.5,7.0,4,10,0.0,0.0,1.0,0.0,3.0,5.0,0.8563,2207.0,46.0,53.0,49.67,50.0,0.0,0.0,3.5
296,5.57,5.75,5.56,28,4,36,0.78,2,0,4,0.93,1.0,0.94,2349,358,3051,83.89,89.5,84.75,1175.0,763.0,5.5,5.75,5.285714285714286,5.5,6.0,6.0,5.5,0.0,0.0,5.0,5.5,0.0,3.5,5.5,6.0,5.0,5.0,6.0,4,7,0.0,0.0,0.0,0.0,0.0,3.0,0.9443,2132.0,21.0,22.0,59.66,13.0,0.0,0.0,5.5
297,5.57,5.47,5.69,27,16,35,0.9,2,1,2,0.78,0.81,0.8,1904,1216,2520,70.52,76.0,72.0,952.0,1260.0,6.5,5.875,5.5,6.0,6.0,6.5,5.0,3.5,5.5,7.0,6.0,5.5,4.0,5.5,6.5,5.0,4.5,6.0,4,10,0.0,0.0,0.0,0.0,1.0,4.0,0.9457,1793.0,28.0,14.0,59.84,13.0,0.0,0.0,6.75
298,5.5,0.0,5.57,28,0,37,0.71,2,0,3,0.79,0.0,0.81,1856,0,2600,66.29,0.0,70.27,928.0,867.0,6.0,5.5,5.25,0.0,0.0,5.0,6.0,6.0,4.5,5.5,5.0,5.0,5.0,5.0,5.5,5.0,6.5,6.5,2,8,1.0,0.0,0.0,3.0,3.0,8.0,0.844,1307.0,21.0,16.0,52.06,23.0,0.0,0.0,6.0
299,5.37,5.33,5.37,23,6,23,1.02,2,0,2,0.91,0.83,0.91,1748,472,1748,76.0,78.67,76.0,874.0,874.0,6.0,5.375,5.285714285714286,6.0,5.5,5.5,4.5,6.0,4.5,0.0,0.0,0.0,5.0,3.5,6.0,5.5,6.0,6.0,4,7,0.0,0.0,0.0,2.0,1.0,3.0,0.862,1326.0,44.0,21.0,60.95,40.0,0.0,0.0,0.0
300,5.34,0.0,5.23,25,0,32,1.03,2,0,2,0.96,0.0,0.94,2021,0,2566,80.84,0.0,80.19,1011.0,1283.0,7.5,0.0,4.875,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.0,4.0,6.0,6.0,5.5,5.0,5.5,6.0,0,4,0.0,0.0,0.0,0.0,0.0,4.0,0.9258,1813.0,23.0,22.0,53.59,19.0,0.0,0.0,7.5
301,5.33,5.0,5.33,30,2,39,0.93,2,0,2,0.97,1.0,0.97,2549,180,3359,84.97,90.0,86.13,1275.0,1680.0,4.5,5.333333333333333,5.222222222222222,4.5,5.5,0.0,6.0,6.0,5.5,3.5,4.0,6.0,6.0,6.5,5.5,7.0,6.0,5.0,3,9,0.0,0.0,1.0,1.0,4.0,4.0,0.8204,1914.0,42.0,33.0,49.23,45.0,0.0,0.0,5.0
302,5.3,4.5,5.37,23,2,27,0.72,2,0,4,0.48,0.0,0.48,989,55,1244,43.0,27.5,46.07,495.0,311.0,6.0,4.5,4.625,5.0,4.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,5.0,5.5,7.0,6.0,5.0,0.0,3,4,1.0,0.0,1.0,2.0,3.0,5.0,0.8262,635.0,12.0,12.0,38.17,14.0,0.0,0.0,6.5
303,5.26,5.5,5.29,27,4,33,0.84,2,1,2,1.0,1.0,1.0,2334,359,2874,86.44,89.75,87.09,1167.0,1437.0,6.5,5.5,5.285714285714286,6.0,3.5,6.5,6.0,0.0,0.0,0.0,5.0,6.0,4.0,4.0,5.0,0.0,5.5,5.5,4,7,0.0,0.0,0.0,3.0,1.0,7.0,0.9039,2453.0,19.0,16.0,46.04,27.0,0.0,0.0,0.0
304,5.24,5.35,5.13,25,10,34,0.86,2,1,2,0.84,0.8,0.88,1782,632,2592,71.28,63.2,76.24,891.0,1296.0,6.5,5.5,5.35,6.0,5.0,5.5,5.5,5.0,7.0,5.5,5.0,4.5,4.5,0.0,4.0,5.5,6.5,6.0,4,10,0.0,0.0,0.0,0.0,0.0,6.0,0.8058,940.0,15.0,18.0,45.96,28.0,0.0,0.0,6.5
305,5.14,0.0,5.14,22,0,22,0.68,2,0,2,0.64,0.0,0.64,1265,0,1265,57.5,0.0,57.5,633.0,633.0,6.0,4.5,4.916666666666667,0.0,0.0,0.0,4.5,4.5,6.0,4.5,5.0,5.0,0.0,0.0,5.5,7.0,0.0,0.0,1,6,0.0,0.0,0.0,1.0,0.0,8.0,0.7564,702.0,16.0,17.0,47.01,4.0,0.0,0.0,5.0
306,5.13,0.0,5.12,28,0,37,0.73,2,0,2,0.68,0.0,0.76,1880,0,2652,67.14,0.0,71.68,940.0,1326.0,6.0,5.0,4.875,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,4.0,5.5,3.5,6.0,4.0,4.5,2,8,0.0,0.0,2.0,2.0,3.0,4.0,0.8272,1124.0,33.0,41.0,53.01,26.0,0.0,0.0,5.25
307,5.07,0.0,5.07,28,0,28,1.14,2,0,2,1.0,0.0,1.0,2389,0,2389,85.32,0.0,85.32,1195.0,1195.0,6.0,5.333333333333333,4.777777777777778,0.0,3.5,5.5,7.0,4.0,3.0,5.5,5.0,4.5,5.0,4.5,5.0,6.0,6.0,6.0,3,9,0.0,0.0,0.0,0.0,3.0,20.0,0.7784,1736.0,34.0,43.0,61.87,20.0,0.0,0.0,5.5
308,5.05,5.25,5.05,20,2,20,0.86,2,0,2,0.9,0.5,0.9,1584,132,1584,79.2,66.0,79.2,792.0,792.0,5.5,5.25,5.25,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,4.0,0.0,5.0,2,2,0.0,0.0,0.0,1.0,3.0,8.0,0.8074,1297.0,17.0,18.0,55.85,13.0,0.0,0.0,6.0
309,4.95,4.97,4.95,20,16,20,0.54,2,2,2,0.2,0.25,0.2,538,514,538,26.9,32.13,26.9,269.0,269.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.5,5.0,5.0,5.0,5.5,5.5,6.0,5.0,3.5,5.0,4,10,0.0,0.0,0.0,0.0,0.0,1.0,0.8657,501.0,9.0,6.0,37.14,5.0,0.0,0.0,0.0
310,4.93,5.0,4.97,27,2,31,0.69,2,0,3,0.85,0.5,0.87,2114,135,2451,78.3,67.5,79.06,1057.0,817.0,4.5,4.833333333333333,5.083333333333333,5.0,5.0,0.0,4.5,0.0,0.0,0.0,5.5,4.5,6.0,5.5,4.5,5.0,6.0,5.5,3,6,0.0,0.0,0.0,0.0,1.0,9.0,0.8736,1807.0,12.0,30.0,46.7,37.0,0.0,0.0,4.5
311,4.86,4.86,4.96,32,32,39,1.24,2,2,3,1.0,1.0,1.0,2866,2866,3496,89.56,89.56,89.64,1433.0,1165.0,6.5,4.75,4.55,5.5,5.0,5.5,3.0,4.0,6.0,5.0,3.0,4.0,4.5,5.0,6.0,4.5,4.0,7.5,4,10,0.0,0.0,0.0,1.0,2.0,3.0,0.8637,2103.0,50.0,35.0,58.1,18.0,0.0,0.0,3.0
312,4.67,0.0,4.67,21,0,21,0.83,2,0,2,0.95,0.0,0.95,1773,0,1773,84.43,0.0,84.43,887.0,887.0,5.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.5,4.5,6.0,4.0,3.0,4.5,4.0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.86,1237.0,21.0,5.0,65.93,11.0,0.0,0.0,0.0
313,4.63,0.0,4.63,20,0,20,0.92,2,0,2,0.8,0.0,0.8,1517,0,1517,75.85,0.0,75.85,759.0,759.0,5.5,4.5,4.3,0.0,4.5,0.0,0.0,0.0,0.0,4.0,4.5,5.5,3.0,3.5,3.0,5.0,0.0,0.0,1,5,0.0,0.0,0.0,0.0,0.0,2.0,0.8102,831.0,32.0,17.0,55.17,28.0,0.0,0.0,0.0
314,6.25,0.0,6.25,2,0,2,1.06,1,0,1,0.0,0.0,0.0,29,0,29,14.5,0.0,14.5,29.0,29.0,7.0,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.9445,21.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0
315,5.7,0.0,5.53,28,0,36,0.96,1,0,1,1.0,0.0,1.0,2458,0,3103,87.79,0.0,86.19,2458.0,3103.0,7.5,5.5,5.125,0.0,5.0,5.5,6.0,0.0,5.0,4.5,5.5,3.5,6.0,6.5,7.0,0.0,6.0,6.0,3,8,0.0,0.0,1.0,1.0,3.0,8.0,0.8485,2408.0,33.0,61.0,55.48,49.0,0.0,0.0,6.0
316,5.68,6.0,5.68,25,7,25,0.79,1,1,1,0.8,0.86,0.8,1615,526,1615,64.6,75.14,64.6,1615.0,1615.0,7.5,6.125,6.055555555555555,5.5,7.0,7.5,4.5,7.0,5.5,5.0,0.0,6.0,6.5,6.0,6.0,6.0,5.0,5.5,4,9,0.0,0.0,1.0,2.0,12.0,4.0,0.8864,1783.0,20.0,24.0,52.71,24.0,0.0,0.0,5.0
317,5.63,5.6,5.55,31,25,40,0.87,1,1,1,0.94,0.92,0.9,2586,2099,3200,83.42,83.96,80.0,2586.0,3200.0,7.5,5.875,5.6,6.5,7.0,5.0,5.0,5.0,5.0,6.0,4.5,6.0,6.0,5.0,6.0,5.0,6.0,7.0,4,10,0.0,0.0,0.0,1.0,3.0,7.0,0.8819,2198.0,46.0,51.0,54.28,44.0,0.0,0.0,6.0
318,5.63,5.72,5.7,23,9,30,0.92,1,0,2,0.78,0.78,0.8,1620,676,2081,70.43,75.11,69.37,1620.0,1041.0,7.0,6.125,5.722222222222222,6.0,6.0,7.0,5.5,4.5,5.0,6.0,6.5,5.0,0.0,5.0,8.0,5.0,5.0,6.0,4,9,0.0,0.0,0.0,1.0,1.0,6.0,0.9195,1732.0,16.0,21.0,51.88,17.0,0.0,0.0,0.0
319,5.53,0.0,5.49,29,0,35,0.93,1,0,2,1.0,0.0,0.97,2536,0,2943,87.45,0.0,84.09,2536.0,1472.0,6.0,5.0,5.611111111111111,0.0,4.5,4.5,6.0,7.5,7.5,4.5,6.0,6.5,3.5,5.0,0.0,4.5,5.5,0.0,3,9,0.0,0.0,0.0,1.0,2.0,4.0,0.9271,2083.0,32.0,24.0,45.0,69.0,0.0,0.0,5.5
320,5.53,5.53,5.55,32,32,39,0.8,1,1,2,1.0,1.0,1.0,2880,2880,3477,90.0,90.0,89.15,2880.0,1739.0,7.0,5.125,5.4,6.5,3.5,5.0,5.5,6.0,6.0,6.0,5.0,5.5,5.0,6.0,5.0,5.5,6.0,4.0,4,10,0.0,0.0,0.0,1.0,1.0,2.0,0.8893,2475.0,30.0,19.0,64.66,36.0,0.0,0.0,6.0
321,5.52,0.0,5.33,22,0,30,0.87,1,0,1,0.82,0.0,0.77,1520,0,1998,69.09,0.0,66.6,1520.0,1998.0,7.0,6.333333333333333,5.6875,0.0,7.0,7.0,5.0,4.0,5.0,6.0,6.5,5.0,0.0,5.0,5.0,0.0,0.0,0.0,3,8,0.0,0.0,0.0,6.0,8.0,18.0,0.845,1200.0,16.0,28.0,55.72,25.0,0.0,0.0,5.25
322,5.5,5.33,5.49,28,12,37,0.95,1,0,2,0.93,0.83,0.92,2126,902,2810,75.93,75.17,75.95,2126.0,1405.0,8.0,5.375,5.5,6.0,5.0,6.0,4.5,5.0,4.5,6.0,5.5,6.0,6.5,3.0,6.0,0.0,0.0,0.0,4,10,0.0,0.0,0.0,8.0,11.0,24.0,0.7558,1488.0,26.0,23.0,44.51,22.0,0.0,0.0,5.0
323,5.43,5.29,5.51,27,7,35,0.96,1,1,1,1.0,1.0,1.0,2302,595,2997,85.26,85.0,85.63,2302.0,2997.0,7.0,5.25,5.285714285714286,5.5,5.5,5.5,4.5,4.5,4.5,7.0,0.0,0.0,0.0,4.5,4.0,5.5,0.0,4.5,4,7,0.0,0.0,1.0,1.0,3.0,3.0,0.8824,1584.0,45.0,25.0,52.55,47.0,0.0,0.0,5.75
324,5.42,0.0,5.5,13,0,15,0.61,1,0,1,0.54,0.0,0.6,635,0,770,48.85,0.0,51.33,635.0,770.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.0,5.0,0.842,555.0,11.0,19.0,61.11,9.0,0.0,0.0,5.0
325,5.39,5.43,5.4,27,20,36,1.02,1,1,1,1.0,1.0,1.0,2290,1749,3096,84.81,87.45,86.0,2290.0,3096.0,5.5,5.25,5.65,6.5,3.5,5.5,5.5,7.5,7.0,5.0,4.0,7.0,5.0,5.5,4.0,5.0,5.5,4.0,4,10,0.0,0.0,0.0,3.0,3.0,1.0,0.895,1948.0,33.0,28.0,54.98,28.0,0.0,0.0,6.5
326,5.38,5.31,5.39,30,13,32,0.87,1,0,1,0.87,0.92,0.84,2267,1051,2384,75.57,80.85,74.5,2267.0,2384.0,7.0,5.25,5.05,5.0,5.5,5.5,5.0,4.5,3.5,4.5,5.5,4.5,7.0,6.5,6.5,5.5,0.0,4.5,4,10,0.0,0.0,0.0,6.0,5.0,13.0,0.8524,1835.0,27.0,44.0,44.1,42.0,0.0,0.0,0.0
327,5.36,5.9,5.26,25,5,37,0.85,1,1,3,0.76,0.4,0.84,1636,244,2716,65.44,48.8,73.41,1636.0,905.0,6.5,5.875,5.4375,6.0,5.0,6.0,6.5,6.0,0.0,0.0,4.0,6.0,4.0,5.0,6.0,7.5,6.0,5.5,4,8,0.0,0.0,0.0,0.0,0.0,9.0,0.8295,902.0,34.0,32.0,59.9,22.0,0.0,0.0,4.5
328,5.36,5.25,5.43,29,16,38,0.85,1,0,2,0.93,0.94,0.95,2445,1359,3241,84.31,84.94,85.29,2445.0,1621.0,4.5,5.125,5.1,4.0,5.5,6.5,4.5,5.0,5.0,5.0,5.0,5.5,5.0,7.0,4.5,6.0,5.0,4.5,4,10,0.0,1.0,1.0,9.0,10.0,15.0,0.7995,1975.0,21.0,45.0,59.28,15.0,0.0,0.0,6.0
329,5.35,6.33,5.39,27,3,35,0.85,1,1,2,0.93,1.0,0.89,2168,270,2728,80.3,90.0,77.94,2168.0,1364.0,7.0,6.333333333333333,5.4375,5.5,6.0,7.5,0.0,0.0,5.5,4.5,6.0,4.5,4.0,0.0,5.5,6.0,5.0,6.0,3,8,0.0,0.0,0.0,1.0,0.0,5.0,0.9463,2248.0,28.0,23.0,54.91,26.0,0.0,0.0,5.5
330,5.35,4.0,5.35,10,1,10,0.85,1,0,1,0.6,1.0,0.6,566,66,566,56.6,66.0,56.6,566.0,566.0,6.0,4.5,5.285714285714286,4.0,0.0,4.5,5.0,0.0,6.0,0.0,7.0,5.0,5.5,5.5,6.0,5.0,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,1.0,0.8901,459.0,12.0,9.0,56.82,5.0,0.0,0.0,0.0
331,5.33,5.25,5.39,26,2,32,0.89,1,0,1,0.77,0.5,0.81,1792,90,2305,68.92,45.0,72.03,1792.0,2305.0,7.0,5.666666666666667,5.666666666666667,5.5,5.0,0.0,6.5,5.0,0.0,0.0,7.0,5.0,0.0,0.0,4.5,5.0,5.0,6.0,3,6,0.0,1.0,1.0,1.0,0.0,1.0,0.8612,1696.0,43.0,25.0,62.73,19.0,0.0,0.0,5.0
332,5.33,5.1,5.41,24,5,33,0.94,1,0,1,0.96,0.8,0.91,1900,306,2529,79.17,61.2,76.64,1900.0,2529.0,6.0,5.0,5.1,5.0,6.0,5.0,4.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,4,5,0.0,1.0,1.0,5.0,4.0,12.0,0.7932,1389.0,22.0,17.0,54.95,27.0,0.0,0.0,5.0
333,5.33,5.19,5.37,27,13,34,0.65,1,1,1,0.74,0.77,0.79,1818,885,2432,67.33,68.08,71.53,1818.0,2432.0,7.0,4.875,5.0,5.0,5.0,5.5,4.0,4.5,4.5,6.0,6.0,4.5,5.0,5.5,5.0,7.0,0.0,6.0,4,10,0.0,0.0,0.0,2.0,4.0,0.0,0.874,1528.0,24.0,30.0,44.14,33.0,0.0,0.0,0.0
334,5.32,5.6,5.24,31,21,38,1.1,1,1,1,1.0,1.0,1.0,2760,1860,3344,89.03,88.57,88.0,2760.0,3344.0,7.5,5.0,5.35,4.5,5.0,5.0,5.5,5.0,3.0,5.0,7.5,5.5,7.5,5.5,6.0,6.0,5.5,7.0,4,10,0.0,0.0,0.0,2.0,2.0,2.0,0.8922,2510.0,42.0,28.0,61.46,28.0,0.0,0.0,5.5
335,5.29,0.0,5.5,29,0,38,0.62,1,0,3,0.55,0.0,0.66,1387,0,2073,47.83,0.0,54.55,1387.0,691.0,5.5,4.666666666666667,5.0,0.0,5.0,4.5,4.5,5.0,5.5,5.0,5.0,5.5,5.0,5.0,5.0,5.5,5.0,5.0,3,9,0.0,0.0,1.0,3.0,6.0,7.0,0.8496,948.0,10.0,7.0,42.86,14.0,0.0,0.0,5.5
336,5.28,5.5,5.2,23,3,25,0.78,1,0,1,0.7,1.0,0.72,1479,270,1596,64.3,90.0,63.84,1479.0,1596.0,7.0,5.5,5.5,5.5,6.5,4.5,0.0,6.0,5.0,5.0,5.5,6.5,5.0,7.0,4.5,0.0,0.0,5.0,3,9,0.0,0.0,0.0,2.0,2.0,3.0,0.8803,1455.0,9.0,18.0,42.92,46.0,0.0,0.0,0.0
337,5.28,5.5,5.3,23,2,27,0.77,1,0,1,0.57,0.5,0.59,1236,102,1478,53.74,51.0,54.74,1236.0,1478.0,7.0,5.5,5.071428571428571,6.0,5.0,0.0,0.0,3.5,5.0,0.0,5.0,6.5,4.5,5.0,5.0,5.5,5.0,5.5,2,7,0.0,0.0,0.0,4.0,3.0,5.0,0.93,910.0,9.0,13.0,52.63,7.0,0.0,0.0,5.0
338,5.26,0.0,5.26,27,0,34,0.88,1,0,1,0.63,0.0,0.65,1579,0,2027,58.48,0.0,59.62,1579.0,2027.0,7.0,5.166666666666667,5.071428571428571,0.0,5.0,5.5,5.0,0.0,5.0,0.0,5.0,5.5,4.5,7.0,3.5,4.5,7.0,7.0,3,7,0.0,0.0,1.0,1.0,1.0,2.0,0.8491,1206.0,24.0,13.0,60.0,16.0,0.0,0.0,7.0
339,5.25,5.15,5.26,20,13,29,0.7,1,0,1,0.75,0.62,0.83,1376,824,2183,68.8,63.38,75.28,1376.0,2183.0,6.5,4.875,5.15,4.5,5.5,4.0,5.5,5.0,6.0,4.5,6.0,6.0,4.5,5.0,5.5,5.0,0.0,0.0,4,10,0.0,0.0,1.0,0.0,0.0,1.0,0.8296,1243.0,17.0,22.0,56.91,17.0,0.0,0.0,0.0
340,5.23,0.0,5.23,30,0,37,1.2,1,0,2,1.0,0.0,1.0,2649,0,3279,88.3,0.0,88.62,2649.0,1640.0,7.0,4.0,4.611111111111111,0.0,4.5,4.5,3.0,6.5,4.0,3.0,5.5,4.5,6.0,6.5,4.0,6.5,7.5,5.5,3,9,0.0,0.0,1.0,1.0,3.0,1.0,0.8322,2020.0,67.0,60.0,60.53,47.0,0.0,0.0,5.75
341,5.23,5.25,5.24,26,6,34,1.11,1,1,2,0.73,0.83,0.79,1793,495,2437,68.96,82.5,71.68,1793.0,1219.0,6.5,5.25,5.25,3.0,6.5,5.0,6.5,5.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,5.5,6.5,4.5,4,6,0.0,0.0,0.0,3.0,5.0,15.0,0.785,1504.0,41.0,42.0,52.65,27.0,0.0,0.0,6.0
