,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10
14,86,van Dijk Virgil,DC,18.0,25.0,5.3,5.2,5.44,23,5,32,1.21,1.04,1.06,3,0,3,1.0,1.0,1.0,2025,450,2835,88.04,90.0,88.59,675.0,945.0,7.5,6.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8943,1988.0,22.0,12.0,70.09,9.0,0.0,0.0,4.0,4.833333333333333,5.2,3.5,0.0,5.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,4.0,5.5,7.5,5.5,5.5,4.0,5.0,6.0,6.0,4.0,3.5,0.0,7.5,6.0,5.0,7.5,4.0,5.5,4.0,0.0,0.0,6.0,6.0,6.0,6.0,5.0,6.0,5.5,3,5
15,88,Mee Ben,DC,16.0,21.0,5.24,5.43,5.24,27,15,27,1.08,0.9,1.08,3,2,3,1.0,1.0,1.0,2380,1350,2380,88.15,90.0,88.15,793.0,793.0,7.0,5.33,7.5,0.0,0.0,0.0,0.0,0.0,2.0,0.718,1598.0,38.0,17.0,63.72,12.0,0.0,0.0,7.0,4.875,5.388888888888889,5.0,5.0,4.5,5.0,0.0,5.0,5.5,7.5,5.0,6.0,5.5,6.0,4.0,5.5,5.0,7.0,0.0,6.0,6.0,3.5,5.5,3.0,6.0,5.5,4.5,5.5,3.5,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9
16,98,Rodri,MD,31.0,38.0,6.39,6.39,6.49,27,19,38,0.79,0.89,0.83,2,2,6,1.0,1.0,1.0,2326,1651,3289,86.15,86.89,86.55,1163.0,548.0,6.5,15.5,11.0,0.0,0.0,0.0,5.0,8.0,6.0,0.914,2756.0,26.0,36.0,59.92,37.0,0.0,0.0,6.75,6.666666666666667,6.277777777777778,6.0,0.0,7.0,7.0,5.5,6.0,8.0,4.5,6.5,6.0,6.0,5.5,7.0,5.5,7.0,6.0,6.0,7.0,7.0,8.0,0.0,7.0,7.0,6.0,6.0,5.5,6.5,6.5,6.5,6.5,7.0,8.0,8.0,7.0,7.5,5.5,7.0,5.5,3,9
17,99,Rice Declan,MD,27.0,32.0,5.81,5.81,5.8,27,27,37,1.01,1.01,0.95,2,2,2,1.0,1.0,0.97,2430,2430,3268,90.0,90.0,88.32,1215.0,1634.0,7.5,13.5,6.0,0.0,0.0,2.0,1.0,2.0,9.0,0.8798,1937.0,43.0,28.0,58.67,20.0,0.0,0.0,5.75,5.166666666666667,5.722222222222222,6.5,0.0,6.0,3.0,8.0,4.5,5.5,6.0,6.0,6.0,5.5,6.0,5.0,5.0,5.0,5.5,7.0,6.5,7.5,5.5,7.0,5.5,0.0,6.0,6.5,6.5,5.5,4.5,5.5,5.5,6.0,7.5,5.5,4.5,5.5,5.5,5.5,5.5,3,9
18,101,Casemiro,MD,15.0,28.0,5.61,0.0,5.57,19,0,28,1.3,0.0,1.22,2,0,3,0.79,0.0,0.82,1339,0,1919,70.47,0.0,68.54,670.0,640.0,7.0,7.5,7.5,0.0,0.0,0.0,3.0,5.0,8.0,0.7621,1174.0,25.0,29.0,58.33,35.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,3.5,3.5,0.0,0.0,0.0,4.5,0.0,6.5,7.0,5.5,8.0,6.0,4.0,6.0,7.5,6.5,5.0,7.0,4.5,0.0,6.0,5.0,5.5,5.0,0.0,0.0,0.0,4.5,7.0,0.0,5.5,5.5,0.0,0.0,7.0,6.0,2,4
19,105,Pinnock Ethan,DC,16.0,16.0,5.5,5.45,5.46,20,19,25,1.16,1.17,1.16,2,2,2,1.0,1.0,1.0,1800,1710,2181,90.0,90.0,87.24,900.0,1091.0,6.5,8.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7393,1044.0,19.0,14.0,68.79,5.0,0.0,0.0,0.0,5.875,5.722222222222222,6.5,5.5,5.0,6.5,0.0,5.0,6.0,6.0,5.5,5.5,6.5,7.0,5.5,6.0,5.0,4.5,3.5,6.0,6.0,2.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,3.5,4,9
20,106,Saliba William,DC,13.0,23.0,5.48,0.0,5.42,27,0,38,0.9,0.0,0.96,2,0,2,1.0,0.0,1.0,2416,0,3406,89.48,0.0,89.63,1208.0,1703.0,7.5,6.5,11.5,0.0,0.0,0.0,1.0,1.0,2.0,0.9073,2093.0,19.0,20.0,60.34,19.0,0.0,0.0,5.0,6.0,5.4375,0.0,0.0,6.5,5.5,5.5,5.5,4.0,5.0,5.5,6.0,5.5,5.0,5.0,5.5,6.0,6.0,5.5,3.5,5.5,5.0,6.0,7.5,5.5,4.0,5.0,6.0,7.5,4.5,6.0,0.0,3.5,6.0,3.5,7.0,6.0,4.5,6.0,5.0,2,8
21,108,White Ben,DC,16.0,19.0,5.38,5.38,5.21,29,29,39,0.81,0.81,0.87,2,2,2,0.93,0.93,0.95,2257,2257,3157,77.83,77.83,80.95,1129.0,1579.0,6.0,8.0,14.5,0.0,0.0,0.0,3.0,5.0,13.0,0.828,1985.0,16.0,28.0,54.45,18.0,0.0,0.0,4.25,5.875,5.3,6.0,6.0,5.0,6.5,5.0,4.5,5.0,4.0,5.0,6.0,5.0,6.0,7.0,5.5,5.0,6.0,6.0,5.0,4.5,4.5,6.5,5.5,6.0,3.5,5.5,5.0,6.0,4.5,6.0,0.0,4.0,0.0,0.0,5.0,4.5,4.0,4.0,6.0,4,10
22,112,Emerson Royal,DL,10.0,13.0,5.23,0.0,5.29,22,0,33,0.92,0.0,0.85,2,0,3,0.73,0.0,0.76,1392,0,2183,63.27,0.0,66.15,696.0,728.0,5.5,5.0,6.0,0.0,0.0,0.0,1.0,0.0,15.0,0.7907,1093.0,12.0,27.0,57.47,18.0,0.0,0.0,4.5,5.0,5.714285714285714,0.0,5.0,0.0,5.0,6.0,7.0,5.0,6.0,6.0,0.0,5.0,5.0,0.0,4.5,4.0,4.5,4.5,0.0,0.0,0.0,3.0,5.0,5.5,5.5,5.5,5.5,6.0,4.5,7.0,5.5,5.5,6.0,5.0,5.0,4.0,6.0,6.5,5.0,2,7
23,113,Jorginho,MD,13.0,22.0,5.22,4.5,5.34,25,2,31,0.66,0.0,0.72,2,0,2,0.76,0.0,0.81,1665,37,2160,66.6,18.5,69.68,833.0,1080.0,6.0,6.5,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.8386,1447.0,24.0,28.0,53.76,15.0,0.0,0.0,0.0,4.5,5.142857142857143,4.5,4.5,0.0,0.0,5.0,5.0,0.0,5.0,6.5,5.5,0.0,5.0,6.5,4.5,5.5,0.0,6.0,5.0,5.0,6.5,4.5,0.0,5.0,4.5,4.5,5.0,4.5,5.5,6.0,0.0,6.0,0.0,4.5,6.0,7.0,0.0,0.0,0.0,2,7
24,114,Koulibaly Kalidou,DC,21.0,23.0,5.21,5.17,5.35,21,6,31,1.11,1.17,1.06,2,0,3,0.9,1.0,0.94,1701,495,2601,81.0,82.5,83.9,851.0,867.0,6.0,10.5,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8507,1612.0,26.0,24.0,56.16,22.0,0.0,0.0,7.0,5.5,5.142857142857143,5.0,4.0,7.0,6.0,4.0,5.0,0.0,0.0,0.0,5.0,4.0,5.0,5.5,4.0,0.0,0.0,0.0,5.0,5.5,7.0,0.0,7.0,6.0,5.5,4.0,0.0,3.0,6.0,6.0,7.0,6.0,6.5,6.5,0.0,5.0,4.0,5.5,6.0,4,7
25,115,Schlupp Jeffrey,DL,15.0,15.0,5.2,5.33,5.32,28,3,38,0.74,0.58,0.71,2,1,3,0.89,1.0,0.84,2121,243,2769,75.75,81.0,72.87,1061.0,923.0,6.0,7.5,6.0,0.0,0.0,0.0,0.0,2.0,5.0,0.7668,1097.0,22.0,35.0,48.31,43.0,0.0,0.0,5.0,5.333333333333333,5.444444444444445,5.0,6.0,5.0,0.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,6.0,3.5,4.5,5.5,5.5,4.5,6.0,5.5,5.0,4.5,5.0,6.0,5.5,4.5,4.0,5.5,6.0,4.5,6.0,6.5,5.0,6.0,5.0,5.5,6.0,6.0,5.5,3,9
26,116,Reed Harrison,MD,13.0,17.0,5.17,5.08,5.17,27,12,27,0.9,0.82,0.9,2,0,2,1.0,1.0,1.0,2204,959,2204,81.63,79.92,81.63,1102.0,1102.0,6.5,6.5,7.5,0.0,0.0,0.0,2.0,1.0,8.0,0.7835,1235.0,16.0,19.0,40.93,29.0,0.0,0.0,5.0,4.5,5.0,5.5,0.0,3.5,4.5,5.5,5.0,6.0,5.0,4.5,5.5,6.0,4.0,6.0,0.0,5.5,5.5,7.0,7.0,5.0,4.5,3.5,6.5,5.0,4.5,4.5,4.5,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9
27,121,Dier Eric,DC,14.0,18.0,5.07,4.83,5.19,27,3,40,1.05,0.29,0.97,2,0,2,0.96,1.0,0.98,2365,270,3535,87.59,90.0,88.38,1183.0,1768.0,6.0,7.0,9.0,0.0,0.0,0.0,1.0,3.0,5.0,0.8677,1955.0,29.0,15.0,62.35,16.0,0.0,0.0,5.17,4.833333333333333,5.111111111111111,5.0,4.5,5.0,0.0,7.0,6.0,3.0,5.5,6.0,4.0,6.0,0.0,5.0,4.5,5.0,6.0,4.5,4.0,6.0,5.0,3.5,7.0,3.0,5.5,5.0,5.5,5.5,4.0,6.0,6.0,5.5,5.5,5.5,5.5,4.5,6.0,5.0,5.5,3,9
28,122,Dewsbury-Hall Kiernan,MD,10.0,14.0,5.07,4.83,5.13,27,9,39,1.06,0.71,1.05,2,0,3,0.96,1.0,0.97,2123,735,3165,78.63,81.67,81.15,1062.0,1055.0,6.0,5.0,5.5,0.0,0.0,1.0,2.0,3.0,5.0,0.7776,1450.0,26.0,28.0,51.67,34.0,0.0,0.0,4.5,4.25,4.833333333333333,4.0,4.5,4.0,4.5,5.5,4.5,6.0,5.5,5.0,0.0,0.0,7.0,4.5,5.5,6.0,4.0,6.0,7.0,5.5,4.5,7.0,3.0,4.5,4.5,6.0,4.5,4.5,3.5,6.0,5.5,5.5,4.5,0.0,5.0,4.0,8.0,5.5,5.5,4,9
29,123,Chilwell Ben,DL,10.0,10.0,5.06,4.94,5.05,18,8,19,0.86,1.08,0.83,2,1,2,0.61,0.75,0.58,1041,546,1042,57.83,68.25,54.84,521.0,521.0,7.0,5.0,3.5,0.0,0.0,0.0,2.0,1.0,9.0,0.758,891.0,15.0,13.0,53.04,10.0,0.0,0.0,0.0,5.125,4.9375,3.5,4.5,7.0,5.5,4.0,4.5,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.0,5.0,0.0,5.0,5.0,0.0,7.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8
30,125,Davies Ben,DL,13.0,16.0,5.0,0.0,5.11,25,0,38,0.87,0.0,0.86,2,0,3,0.84,0.0,0.89,1832,0,2991,73.28,0.0,78.71,916.0,997.0,5.0,6.5,8.0,0.0,0.0,1.0,2.0,4.0,5.0,0.8301,1250.0,16.0,9.0,48.85,26.0,0.0,0.0,5.33,5.0,5.222222222222222,0.0,5.0,5.0,5.0,6.0,6.5,3.5,5.0,6.0,5.0,5.0,3.0,5.0,6.0,4.0,5.0,5.0,4.0,5.5,5.5,0.0,0.0,3.5,0.0,4.5,6.0,5.5,5.0,5.5,6.0,5.5,5.0,5.5,5.5,4.5,5.0,6.0,5.0,3,9
31,127,Kristensen Rasmus,DL,9.0,9.0,4.94,6.0,4.94,18,2,18,0.66,0.0,0.66,2,2,2,0.78,0.5,0.78,1301,119,1301,72.28,59.5,72.28,651.0,651.0,6.0,4.5,1.5,0.0,0.0,1.0,1.0,2.0,7.0,0.6268,918.0,24.0,25.0,57.46,17.0,0.0,0.0,4.0,6.0,5.333333333333333,6.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,4.5,4.5,6.0,0.0,4.5,5.0,4.0,5.0,0.0,5.0,0.0,5.0,5.0,5.5,4.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3
32,131,Struijk Pascal,DC,10.0,14.0,4.83,4.5,4.79,23,2,31,0.89,0.71,0.95,2,0,3,0.96,0.5,0.84,1869,99,2317,81.26,49.5,74.74,935.0,772.0,5.0,5.0,2.5,0.0,0.0,0.0,1.0,2.0,7.0,0.8041,1478.0,28.0,46.0,58.58,25.0,0.0,0.0,5.0,4.5,4.6,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,3.5,5.5,5.5,3.5,5.5,6.0,3.5,0.0,4.5,5.0,5.0,5.5,6.5,3.0,5.0,4.5,5.5,5.5,5.0,4.5,6.5,6.0,3.5,0.0,3.5,0.0,5.0,5.0,2,5
33,132,Perraud Romain,DL,11.0,16.0,4.71,4.83,4.63,26,3,32,0.93,0.29,0.93,2,0,2,0.77,1.0,0.78,1701,270,2204,65.42,90.0,68.88,851.0,1102.0,5.0,5.5,3.0,0.0,0.0,1.0,2.0,4.0,15.0,0.6807,1125.0,19.0,28.0,43.55,28.0,0.0,0.0,3.0,4.833333333333333,4.722222222222222,5.0,4.5,5.0,0.0,4.0,6.5,4.5,4.0,4.0,5.0,4.0,4.0,2.5,4.5,5.0,5.0,5.0,6.5,6.0,3.0,5.0,4.5,4.0,5.0,6.0,5.0,0.0,0.0,5.0,0.0,0.0,4.5,4.0,5.0,5.5,0.0,0.0,3.5,3,9
34,133,Senesi Marcos,DC,11.0,11.0,4.7,5.31,4.7,25,8,25,1.09,1.07,1.09,2,2,2,0.96,1.0,0.96,2056,683,2056,82.24,85.38,82.24,1028.0,1028.0,6.0,5.5,4.5,0.0,0.0,0.0,0.0,1.0,3.0,0.7888,1326.0,31.0,29.0,57.75,22.0,0.0,0.0,5.5,5.25,5.111111111111111,5.0,4.0,6.0,6.0,3.5,6.0,6.5,5.5,0.0,3.5,3.0,3.5,4.5,6.0,3.0,4.0,4.5,4.5,5.0,5.5,6.0,5.5,4.5,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9
35,137,Nørgaard Christian,MD,11.0,15.0,5.86,5.73,5.98,18,13,26,0.72,0.7,0.96,1,0,2,0.94,0.92,0.96,1480,1078,2172,82.22,82.92,83.54,1480.0,1086.0,6.0,11.0,5.5,0.0,0.0,0.0,3.0,4.0,1.0,0.7502,934.0,29.0,25.0,50.97,25.0,0.0,0.0,5.25,5.5,5.611111111111111,5.5,5.5,4.5,6.5,0.0,5.0,6.5,6.0,6.0,5.0,6.5,6.5,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.5,6.0,7.0,5.5,0.0,7.0,8.0,3.5,0.0,7.0,5.5,6.5,5.5,4,9
36,138,Caicedo Moisés,MD,16.0,20.0,5.85,6.0,5.88,26,9,34,0.83,0.83,0.96,1,0,2,0.96,0.89,0.97,2260,753,2924,86.92,83.67,86.0,2260.0,1462.0,7.0,16.0,9.0,0.0,0.0,0.0,1.0,3.0,8.0,0.8793,1922.0,40.0,38.0,58.52,49.0,0.0,0.0,5.0,6.166666666666667,5.875,6.0,0.0,5.5,7.0,0.0,5.0,6.0,5.5,5.0,7.0,7.0,0.0,6.0,5.0,6.0,6.5,5.0,5.0,6.5,5.5,5.0,6.5,7.0,7.0,4.0,5.5,6.0,5.0,6.5,5.5,6.0,8.0,8.0,4.5,5.5,6.0,0.0,4.5,3,8
37,139,Trippier Kieran,DL,17.0,26.0,5.78,5.78,5.72,27,27,29,0.95,0.95,0.95,1,1,1,1.0,1.0,0.97,2381,2381,2493,88.19,88.19,85.97,2381.0,2493.0,6.0,17.0,12.0,0.0,1.0,1.0,6.0,19.0,33.0,0.7397,2196.0,33.0,38.0,55.79,35.0,0.0,0.0,5.0,5.25,5.111111111111111,7.0,5.0,5.0,4.0,0.0,5.0,5.0,5.0,5.5,4.5,6.0,5.0,7.5,5.5,7.0,7.0,7.0,6.5,5.5,7.0,7.0,5.0,0.0,6.5,5.0,5.5,6.0,5.0,6.0,5.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4,9
