,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value
122,290,Toti,DC,4.0,5.0,5.18,5.63,5.08,11,4,13,0.72,0.75,0.73,0,0,0,0.64,1.0,0.69,661,354,841,60.09,88.5,64.69,0.0,0.0,0.0,1000.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8645,488.0,8.0,6.0,53.23,10.0,0.0,0.0,0.0,5.625,5.625,5.0,6.0,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.5,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,4,4,7.909701606148472,3.909701606148472
123,291,Manquillo Javier,DL,1.0,1.0,5.17,5.5,4.63,3,1,4,0.29,0.0,1.11,0,0,0,0.0,0.0,0.25,33,20,92,11.0,20.0,23.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,35.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3.1731528768764226,2.1731528768764226
124,293,Gustavo Scarpa,MD,7.0,0.0,5.17,0.0,5.17,6,0,6,0.75,0.0,0.75,0,0,0,0.33,0.0,0.33,179,0,179,29.83,0.0,29.83,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.641,114.0,0.0,2.0,57.69,4.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5,0.0,5.5,6.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.627351194710258,-2.3726488052897423
125,295,Kamara Boubacar,MD,11.0,13.0,5.15,0.0,5.4,20,0,29,0.8,0.0,0.85,0,0,0,0.95,0.0,0.97,1572,0,2371,78.6,0.0,81.76,0.0,0.0,0.0,1000.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.846,1106.0,17.0,24.0,54.64,25.0,0.0,0.0,0.0,4.5,5.2,0.0,0.0,0.0,4.5,0.0,0.0,5.5,6.0,5.0,5.0,3.0,6.0,6.5,5.0,6.5,4.5,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.5,5.5,5.5,5.0,4.5,6.0,5.0,7.0,5.0,6.0,7.0,1,5,10.7273954151668,-0.27260458483319994
126,296,Soumaré Boubakary,MD,9.0,0.0,5.15,6.0,5.1,20,1,21,0.81,0.0,0.83,0,0,0,0.7,1.0,0.71,1108,90,1175,55.4,90.0,55.95,0.0,0.0,0.0,1000.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8813,807.0,21.0,28.0,54.68,21.0,0.0,0.0,5.5,5.5,5.083333333333333,6.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,5.0,4.5,3.5,7.0,6.5,0.0,5.5,5.5,5.5,5.0,6.0,4.5,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2,6,9.620384070198835,0.6203840701988348
127,297,Burn Dan,DC,12.0,15.0,5.15,5.15,5.14,31,31,40,0.72,0.72,0.85,0,0,0,0.97,0.97,0.98,2636,2636,3446,85.03,85.03,86.15,0.0,0.0,0.0,1000.0,12.5,0.0,0.0,0.0,0.0,3.0,8.0,0.7605,1756.0,27.0,34.0,56.72,30.0,0.0,0.0,5.5,5.0,4.777777777777778,5.0,4.0,6.0,5.0,4.5,5.0,4.0,0.0,5.0,4.5,5.0,5.0,6.0,5.0,5.0,6.0,5.5,4.5,6.0,5.0,5.0,4.5,5.0,6.5,5.5,6.0,5.0,4.5,5.0,4.0,5.5,7.0,5.0,6.0,3.0,5.5,6.0,5.5,4,9,10.701725560966816,-1.2982744390331842
128,298,Malacia Tyrell,DL,7.0,9.0,5.15,0.0,5.15,17,0,17,0.75,0.0,0.75,0,0,0,0.65,0.0,0.65,1060,0,1060,62.35,0.0,62.35,0.0,0.0,0.0,1000.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8269,763.0,19.0,23.0,50.45,27.0,0.0,0.0,5.0,6.5,5.375,0.0,0.0,6.5,0.0,0.0,0.0,4.0,6.0,0.0,5.0,0.0,0.0,5.5,0.0,6.0,5.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,3.5,5.0,0.0,5.0,4.5,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,7.297173313291447,0.2971733132914469
129,299,Ogbonna Angelo,DC,7.0,10.0,5.14,0.0,5.14,11,0,11,1.16,0.0,1.16,0,0,0,0.82,0.0,0.82,805,0,805,73.18,0.0,73.18,0.0,0.0,0.0,1000.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7475,336.0,12.0,4.0,57.69,1.0,0.0,0.0,0.0,7.0,5.3,0.0,0.0,7.0,0.0,0.0,0.0,4.5,6.0,3.5,5.5,5.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,7.620592365119544,0.6205923651195437
130,302,Rothwell Joe,MD,9.0,0.0,5.13,5.33,5.13,16,9,16,0.56,0.61,0.56,0,0,0,0.5,0.78,0.5,714,562,714,44.63,62.44,44.63,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.8733,388.0,7.0,8.0,45.0,14.0,0.0,0.0,5.0,5.25,5.333333333333333,4.5,5.5,6.0,5.0,4.5,6.0,6.0,5.5,5.0,0.0,5.0,5.5,4.5,4.5,5.0,0.0,0.0,4.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,11.172854135223956,2.1728541352239557
131,303,Estupiñán Pervis,DL,11.0,14.0,5.12,5.21,5.11,26,17,32,0.89,1.08,0.87,0,0,0,0.88,0.94,0.81,1936,1398,2242,74.46,82.24,70.06,0.0,0.0,0.0,1000.0,8.5,0.0,0.0,0.0,3.0,4.0,21.0,0.8444,1708.0,30.0,25.0,51.89,29.0,0.0,0.0,0.0,4.666666666666667,5.428571428571429,0.0,5.0,4.5,4.5,0.0,5.0,6.5,0.0,5.0,7.5,4.5,5.5,5.5,6.0,3.0,5.0,5.0,4.5,7.0,4.5,0.0,5.0,4.5,4.5,5.0,5.5,5.0,5.0,5.0,5.0,0.0,0.0,5.5,4.5,0.0,6.5,5.0,5.0,3,7,11.514177911765728,0.5141779117657279
132,304,Baptiste Shandon,MD,2.0,0.0,5.12,0.0,5.13,17,0,19,0.6,0.0,0.57,0,0,0,0.24,0.0,0.21,507,0,535,29.82,0.0,28.16,0.0,0.0,0.0,1000.0,0.5,0.0,0.0,0.0,0.0,2.0,3.0,0.8423,329.0,6.0,7.0,50.0,8.0,0.0,0.0,5.5,5.0,4.7,0.0,5.0,5.0,0.0,3.5,0.0,0.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.0,5.0,6.0,5.5,0.0,6.0,5.5,4.5,5.0,5.5,5.0,5.5,0.0,5.0,0.0,0.0,0.0,2,5,6.85113955108697,4.85113955108697
133,305,Cresswell Aaron,DL,10.0,11.0,5.11,5.63,5.06,23,4,31,0.93,1.38,0.92,0,0,1,0.87,0.75,0.9,1850,272,2570,80.43,68.0,82.9,0.0,2570.0,6.5,1000.0,5.0,0.0,0.0,0.0,1.0,4.0,17.0,0.7703,1399.0,24.0,9.0,49.54,8.0,0.0,0.0,4.75,5.625,5.5,7.0,4.0,6.5,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,4.5,3.5,4.5,3.5,5.0,6.5,5.5,6.0,5.0,6.0,5.0,0.0,0.0,5.5,6.0,4.0,4.5,5.0,4.5,4.5,6.0,3.5,5.0,5.0,4,5,10.48771874024169,0.4877187402416894
134,306,Álex Moreno,DL,11.0,12.0,5.11,5.12,5.17,14,13,38,0.92,0.96,1.01,0,0,1,0.71,0.69,0.87,996,911,3056,71.14,70.08,80.42,0.0,3056.0,7.5,1000.0,7.0,0.0,0.0,0.0,3.0,1.0,10.0,0.7908,777.0,5.0,11.0,42.19,16.0,0.0,0.0,0.0,5.875,5.25,4.5,7.0,5.5,6.5,5.0,6.0,4.5,4.0,4.0,5.5,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.5,4.5,5.0,5.0,4,10,11.525823492767186,0.5258234927671861
135,310,Mohamed Elneny,MD,1.0,0.0,5.1,0.0,5.54,5,0,12,0.55,0.0,0.78,0,0,0,0.2,0.0,0.67,111,0,741,22.2,0.0,61.75,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4795,64.0,0.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,5.0,5.5,5.5,6.5,0.0,0,0,0.49725017869779564,-0.5027498213022044
136,311,Varane Raphaël,DC,8.0,11.0,5.1,0.0,5.08,21,0,26,1.03,0.0,1.15,0,0,1,0.9,0.0,0.92,1655,0,2105,78.81,0.0,80.96,0.0,2105.0,7.5,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.814,1131.0,8.0,8.0,64.0,10.0,0.0,0.0,3.0,4.5,4.5,0.0,0.0,0.0,4.5,0.0,5.5,2.0,6.0,0.0,0.0,5.5,4.0,5.5,0.0,6.0,6.0,0.0,0.0,0.0,5.0,6.5,5.5,5.5,4.0,3.5,5.0,5.0,6.0,5.5,5.5,5.0,0.0,0.0,5.0,3.0,7.5,4.0,0.0,1,4,8.793198577111113,0.793198577111113
137,313,Konsa Ezri,DC,14.0,16.0,5.09,5.09,5.01,32,32,38,0.9,0.9,0.92,0,0,0,0.97,0.97,0.97,2783,2783,3283,86.97,86.97,86.39,0.0,0.0,0.0,1000.0,11.5,0.0,0.0,0.0,0.0,2.0,2.0,0.8445,1886.0,19.0,13.0,71.28,10.0,0.0,0.0,4.0,5.75,5.45,5.5,6.0,5.5,6.0,6.0,5.5,6.0,6.0,3.0,5.0,4.0,5.5,6.0,5.0,6.0,3.5,5.5,5.5,4.0,7.0,4.0,4.5,4.5,5.5,6.0,5.0,4.5,4.5,4.5,4.0,5.0,4.5,0.0,5.5,5.0,0.0,5.5,4.5,4,10,12.815699136570672,-1.1843008634293284
138,314,Tsimikas Konstantinos,DL,8.0,0.0,5.09,0.0,5.13,16,0,19,0.8,0.0,0.74,0,0,0,0.44,0.0,0.47,619,0,825,38.69,0.0,43.42,0.0,0.0,0.0,1000.0,2.5,0.0,0.0,0.0,4.0,1.0,10.0,0.8252,597.0,7.0,8.0,45.59,10.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,4.5,6.5,6.0,5.0,7.0,5.0,5.0,0.0,0.0,5.5,5.0,0.0,0.0,5.5,1,1,5.960800828936308,-2.039199171063692
139,315,Cédric Soares,DL,5.0,0.0,5.08,0.0,4.94,6,0,16,0.2,0.0,1.05,0,0,1,0.17,0.0,0.5,112,0,766,18.67,0.0,47.88,0.0,766.0,8.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7029,143.0,0.0,3.0,46.15,2.0,0.0,0.0,0.0,5.25,5.125,0.0,0.0,5.5,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.5,5.0,5.0,4.5,5.0,2,4,6.491784641034587,1.4917846410345872
140,316,Gomez Joe,DC,7.0,0.0,5.08,0.0,5.09,20,0,23,0.86,0.0,0.81,0,0,0,0.7,0.0,0.74,1371,0,1596,68.55,0.0,69.39,0.0,0.0,0.0,1000.0,5.5,0.0,0.0,0.0,0.0,0.0,2.0,0.8027,1442.0,21.0,21.0,56.83,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.5,6.0,4.5,0.0,5.0,5.0,5.5,5.0,3.0,4.5,4.5,6.0,5.0,0.0,5.5,0.0,6.0,4.5,6.0,4.5,5.5,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0,2,5.3463737476109445,-1.6536262523890555
141,318,Ritchie Matt,DL,6.0,0.0,5.08,0.0,5.06,6,0,8,0.2,0.0,0.18,0,0,0,0.0,0.0,0.0,34,0,51,5.67,0.0,6.38,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3968,31.0,1.0,1.0,75.0,0.0,0.0,0.0,0.0,5.0,5.125,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,1,4,6.763097293424342,0.7630972934243418
142,319,Robertson Andrew,DL,14.0,17.0,5.07,5.14,5.17,28,21,35,0.95,1.01,1.0,0,0,2,0.86,0.9,0.89,2141,1708,2745,76.46,81.33,78.43,0.0,1373.0,7.0,1000.0,6.0,0.0,0.0,0.0,7.0,10.0,27.0,0.8282,2038.0,16.0,20.0,47.71,19.0,0.0,0.0,4.0,4.25,5.166666666666667,5.0,5.0,4.0,3.0,0.0,5.0,7.0,5.0,6.5,6.0,4.0,5.0,4.0,4.5,5.0,7.0,6.0,5.0,5.5,4.5,5.0,6.0,0.0,0.0,5.0,0.0,5.5,5.0,6.0,4.0,4.5,4.0,7.0,0.0,4.5,5.5,7.0,0.0,4,9,13.459058842182896,-0.5409411578171035
143,322,Onyeka Frank,MD,4.0,4.0,5.07,5.0,5.07,15,1,15,0.59,0.0,0.59,0,0,0,0.27,0.0,0.27,544,45,544,36.27,45.0,36.27,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6802,268.0,6.0,8.0,45.95,11.0,0.0,0.0,4.0,5.0,4.75,5.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.5,5.5,5.0,4.0,6.5,5.0,5.0,4.5,5.5,5.0,5.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3.3836512440731603,-0.6163487559268397
144,323,Cook Lewis,MD,6.0,0.0,5.06,4.5,5.06,24,1,24,0.73,0.0,0.73,0,0,0,0.71,0.0,0.71,1568,15,1568,65.33,15.0,65.33,0.0,0.0,0.0,1000.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,0.7661,878.0,21.0,22.0,47.93,13.0,0.0,0.0,5.0,4.75,4.875,4.5,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.5,5.0,7.0,5.5,5.0,4.5,5.0,5.5,5.0,5.0,6.0,4.5,6.0,5.5,3.0,5.5,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,7.300640844514113,1.3006408445141133
145,324,Gómez Sergio,DL,1.0,1.0,5.06,5.0,5.06,8,2,8,0.32,0.0,0.32,0,0,0,0.0,0.0,0.0,166,25,166,20.75,12.5,20.75,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.8788,181.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,5.0,5.166666666666667,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.5,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4.269636818528336,3.269636818528336
146,325,Downes Flynn,MD,8.0,0.0,5.06,5.13,5.06,17,4,17,0.24,0.25,0.24,0,0,0,0.24,0.0,0.24,490,67,490,28.82,16.75,28.82,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6968,256.0,4.0,7.0,56.25,6.0,0.0,0.0,5.0,5.125,5.142857142857143,5.0,5.0,5.5,5.0,0.0,0.0,5.0,0.0,5.0,5.5,5.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.5,5.0,0.0,5.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,8.831728151322679,0.8317281513226789
147,327,Walker Kyle,DL,9.0,10.0,5.05,4.75,5.07,19,2,21,0.76,0.35,0.76,0,0,0,0.79,0.5,0.81,1290,124,1470,67.89,62.0,70.0,0.0,0.0,0.0,1000.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.886,1382.0,9.0,6.0,56.76,8.0,0.0,0.0,5.5,4.75,5.071428571428571,0.0,5.0,4.5,0.0,0.0,5.0,5.0,5.0,6.0,5.0,4.5,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,5.0,5.0,6.5,4.5,3.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2,7,8.470358359168921,-0.5296416408310787
148,328,Wöber Maximilian,DC,9.0,11.0,5.05,4.0,5.05,11,1,11,0.79,0.0,0.79,0,0,0,0.91,1.0,0.91,879,90,879,79.91,90.0,79.91,0.0,0.0,0.0,1000.0,1.5,0.0,0.0,0.0,0.0,1.0,4.0,0.6648,599.0,18.0,14.0,59.09,9.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,5.5,4.5,5.5,6.0,5.5,4.0,4.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,8.1106567942016,-0.8893432057984008
149,329,Garner James,MD,3.0,0.0,5.05,5.13,5.05,10,4,10,0.28,0.25,0.28,0,0,0,0.2,0.5,0.2,353,216,353,35.3,54.0,35.3,0.0,0.0,0.0,1000.0,0.5,0.0,0.0,0.0,1.0,0.0,3.0,0.8291,216.0,7.0,8.0,53.33,6.0,0.0,0.0,5.0,5.125,5.125,5.5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.5,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,6.609112127727337,3.609112127727337
150,330,Tierney Kieran,DL,8.0,8.0,5.05,0.0,5.05,22,0,22,0.38,0.0,0.38,0,0,0,0.23,0.0,0.23,604,0,604,27.45,0.0,27.45,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.6664,500.0,9.0,8.0,53.06,4.0,0.0,0.0,0.0,5.0,5.166666666666667,0.0,5.0,5.0,5.0,6.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,4.5,5.5,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,6.0,5.0,0.0,4.5,4.5,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,7.668343141191143,-0.33165685880885665
151,331,Antonee Robinson Antonee,DL,10.0,11.0,5.05,5.05,5.05,28,11,28,0.79,1.01,0.79,0,0,0,1.0,1.0,1.0,2459,990,2459,87.82,90.0,87.82,0.0,0.0,0.0,1000.0,7.5,0.0,0.0,0.0,1.0,0.0,21.0,0.7489,1887.0,40.0,27.0,55.61,26.0,0.0,0.0,5.0,5.125,5.0,5.5,5.5,5.0,4.5,0.0,3.0,4.0,5.0,5.5,7.0,5.0,5.5,0.0,6.0,5.0,5.5,4.5,3.5,6.0,5.0,6.0,5.0,4.5,0.0,0.0,5.0,5.0,5.5,5.0,4.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,10.440828776597575,0.44082877659757536
152,334,Bella-Kotchap Armel,DC,8.0,10.0,5.05,4.5,5.05,22,3,22,0.92,0.87,0.92,0,0,0,1.0,1.0,1.0,1758,270,1758,79.91,90.0,79.91,0.0,0.0,0.0,1000.0,2.5,0.0,0.0,0.0,2.0,3.0,2.0,0.7646,1145.0,43.0,16.0,71.15,9.0,0.0,0.0,0.0,4.5,5.3125,5.5,4.0,4.0,0.0,5.0,7.0,6.0,5.5,5.5,0.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,4.5,0.0,0.0,0.0,5.5,4.0,4.0,5.5,4.0,5.0,6.0,6.0,6.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,10.1665901127979,2.1665901127979
153,335,Targett Matt,DL,3.0,4.0,5.04,0.0,5.02,13,0,22,0.63,0.0,0.93,0,0,0,0.31,0.0,0.59,451,0,1261,34.69,0.0,57.32,0.0,0.0,0.0,1000.0,1.5,0.0,0.0,0.0,0.0,1.0,4.0,0.8388,363.0,7.0,9.0,48.08,7.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,3.5,5.0,5.0,5.5,5.0,0.0,0.0,6.5,6.0,6.5,3.0,5.0,5.0,6.0,1,2,4.40480532260449,1.4048053226044903
154,337,Webster Adam,DC,9.0,10.0,5.04,5.0,5.02,23,2,30,0.67,0.0,0.65,0,0,0,0.83,0.5,0.7,1697,107,1961,73.78,53.5,65.37,0.0,0.0,0.0,1000.0,6.5,0.0,0.0,0.0,0.0,1.0,1.0,0.8822,1594.0,17.0,11.0,62.3,9.0,0.0,0.0,5.0,5.0,5.166666666666667,0.0,5.0,5.0,0.0,0.0,5.0,6.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.5,6.0,4.0,5.0,3.5,5.0,4.0,5.0,6.0,5.0,4.0,6.0,5.5,5.0,5.5,6.0,5.0,5.0,5.0,4.0,0.0,2,6,9.398590652332398,0.3985906523323983
155,339,Roerslev Mads,DL,7.0,0.0,5.03,0.0,5.05,16,0,21,0.62,0.0,0.71,0,0,0,0.69,0.0,0.67,1005,0,1297,62.81,0.0,61.76,0.0,0.0,0.0,1000.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.6125,394.0,9.0,12.0,47.83,2.0,0.0,0.0,5.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,6.0,5.5,5.0,4.5,6.0,4.0,5.0,4.5,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,3.5,6.0,0.0,0,3,5.725435937685978,-1.2745640623140222
156,341,Azpilicueta César,DL,5.0,0.0,5.0,0.0,4.88,19,0,28,0.55,0.0,0.74,0,0,1,0.58,0.0,0.64,1102,0,1737,58.0,0.0,62.04,0.0,1737.0,4.0,1000.0,2.5,0.0,0.0,0.0,0.0,4.0,6.0,0.7909,971.0,15.0,17.0,59.05,18.0,0.0,0.0,4.75,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,5.0,0.0,4.5,6.0,5.5,5.0,0.0,0.0,4.5,0.0,4.0,6.0,5.0,4.5,6.0,5.5,5.0,3.5,4.0,6.0,5.0,0,1,4.847510028641361,-0.15248997135863895
157,344,Amartey Daniel,DC,8.0,0.0,5.0,0.0,4.97,20,0,30,0.93,0.0,0.87,0,0,0,0.9,0.0,0.8,1610,0,2223,80.5,0.0,74.1,0.0,0.0,0.0,1000.0,4.5,0.0,0.0,0.0,0.0,1.0,1.0,0.9087,1285.0,8.0,8.0,58.76,7.0,0.0,0.0,6.0,6.0,5.166666666666667,0.0,0.0,6.0,0.0,5.5,4.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,5.0,5.0,3.5,7.0,6.0,5.0,6.0,6.0,5.0,4.5,0.0,0.0,0.0,5.0,0.0,5.5,4.0,3.5,5.0,5.0,5.5,4.5,3.5,0.0,4.0,1,3,7.88959434020284,-0.1104056597971601
158,345,Riedewald Jairo,MD,1.0,1.0,5.0,0.0,5.0,4,0,4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,46,0,46,11.5,0.0,11.5,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143,43.0,0.0,1.0,60.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8128160273696129,-0.1871839726303871
159,346,Rúben Vinagre,DL,1.0,0.0,5.0,0.0,5.0,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,24,0,24,12.0,0.0,12.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333,33.0,0.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8108310038154188,-0.18916899618458116
