,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10,cote_predite,+/- value
10,75,Gabriel Magalhães,DC,24.0,29.0,5.62,5.62,5.52,29,29,43,0.79,0.79,0.85,3,3,5,1.0,1.0,1.0,2606,2606,3835,89.86,89.86,89.19,869.0,767.0,6.0,8.0,12.5,0.0,0.0,0.0,0.0,0.0,2.0,0.8898,2186.0,24.0,23.0,62.78,16.0,0.0,0.0,4.75,5.875,5.55,6.0,5.5,7.0,5.0,6.0,5.0,5.5,5.0,5.0,5.5,5.5,5.0,6.0,6.0,7.0,6.0,6.0,4.0,7.0,5.5,5.0,6.0,6.0,3.5,6.0,6.0,6.0,5.0,6.0,7.0,4.5,5.5,7.0,6.0,5.5,4.0,4.5,5.5,4,10,24.0,0.0,10.0,Mitrovic Aleksandar,A,10.0,45.0,5.29,0.0,5.29,21.0,0.0,21.0,1.6,0.0,1.6,11.0,0.0,11.0,1.0,0.0,1.0,1816.0,0.0,1816.0,86.48,0.0,86.48,165.0,165.0,6.0,0.91,6.5,3.0,0.0,0.0,1.0,5.0,17.0,0.6016,850.0,3.0,7.0,45.18,31.0,0.0,0.0,8.0,4.0,3.9166666666666665,0.0,0.0,4.0,4.0,0.0,0.0,5.0,4.5,3.5,2.5,6.0,4.0,8.5,0.0,0.0,4.5,6.0,6.0,6.5,0.0,4.0,5.0,0.0,6.5,7.0,6.0,6.5,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,21.98656282725988,11.986562827259881,236.0,Ramsdale Aaron,G,17.0,21.0,5.53,5.53,5.35,29.0,29.0,42.0,0.94,0.94,0.93,0.0,0.0,0.0,1.0,1.0,1.0,2610.0,2610.0,3780.0,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,16.0,4.5,5.75,5.45,6.0,6.0,6.0,5.0,5.0,5.5,4.5,4.5,4.0,8.0,5.5,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.5,5.0,6.0,6.0,7.5,4.0,5.0,5.5,5.5,4.5,6.0,5.0,4.5,5.0,5.5,6.0,5.5,4.0,4.0,0.0,4.0,10.0,16.685293057761996,-0.3147069422380042
11,77,Douglas Luiz,MD,16.0,17.0,5.57,5.61,5.45,28,27,40,1.11,1.11,1.07,3,3,4,0.86,0.89,0.85,2130,2122,3037,76.07,78.59,75.93,710.0,759.0,6.5,5.33,9.0,0.0,0.0,1.0,5.0,4.0,12.0,0.866,1677.0,33.0,28.0,52.47,37.0,0.0,0.0,5.5,6.25,5.85,6.5,7.5,5.5,5.5,5.0,5.5,5.5,5.0,6.5,6.0,4.0,8.0,5.0,5.5,5.5,3.5,8.0,4.0,4.5,5.5,6.5,5.5,5.5,5.0,6.5,4.5,6.0,0.0,4.5,4.0,5.0,5.0,5.0,5.0,6.5,4.0,4.5,5.5,4,10,18.86,2.8599999999999994,11.0,Ødegaard Martin,MO,36.0,52.0,6.36,6.33,6.12,28.0,21.0,42.0,1.11,1.13,1.16,10.0,6.0,13.0,1.0,1.0,1.0,2402.0,1815.0,3633.0,85.79,86.43,86.5,240.0,279.0,6.0,3.6,12.5,0.0,0.0,1.0,7.0,13.0,17.0,0.835,1721.0,4.0,18.0,43.75,24.0,0.0,0.0,5.25,6.75,6.35,7.0,6.0,7.0,7.0,5.0,7.5,6.0,5.0,5.5,7.5,5.0,8.0,7.5,8.0,5.5,7.0,5.5,4.0,7.0,6.5,5.5,0.0,7.5,4.5,6.0,7.5,7.5,6.0,6.0,7.5,5.5,6.0,5.0,6.0,5.5,6.0,3.0,6.0,4.0,10.0,35.13035595913116,-0.8696440408688417,237.0,Hennessey Wayne,G,7.0,7.0,5.5,0.0,5.5,2.0,0.0,2.0,0.71,0.0,0.71,0.0,0.0,0.0,1.0,0.0,1.0,180.0,0.0,180.0,90.0,0.0,90.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.531191650372973,-0.468808349627027
12,80,Janelt Vitaly,MD,12.0,14.0,5.46,0.0,5.5,26,0,35,0.71,0.0,0.85,3,0,5,0.65,0.0,0.71,1581,0,2248,60.81,0.0,64.23,527.0,450.0,6.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0,0.7566,941.0,19.0,23.0,58.02,15.0,0.0,0.0,4.75,5.0,5.071428571428571,0.0,0.0,5.0,5.0,0.0,6.0,5.0,5.0,4.5,5.0,5.5,5.5,6.0,5.5,5.0,5.5,4.0,5.5,6.5,4.5,6.0,5.0,5.5,7.0,6.5,6.5,5.0,5.5,6.0,6.0,5.5,0.0,4.0,6.0,5.0,6.0,8.0,4.0,2,7,12.0,0.0,12.0,Barnes Harvey,MO,24.0,29.0,5.3,5.3,5.41,27.0,27.0,39.0,1.39,1.39,1.32,10.0,10.0,13.0,0.96,0.96,0.85,2220.0,2220.0,2933.0,82.22,82.22,75.21,222.0,226.0,6.0,2.4,5.5,0.0,0.0,3.0,1.0,3.0,13.0,0.7272,1018.0,7.0,13.0,34.43,31.0,0.0,0.0,5.0,5.0,5.2,4.5,6.0,5.0,4.5,4.5,3.5,7.0,7.0,6.0,4.0,4.0,4.5,3.5,7.0,7.0,5.0,7.5,6.5,5.0,5.0,8.0,3.0,6.0,4.5,4.0,6.5,4.0,0.0,0.0,6.0,8.5,5.0,0.0,5.0,5.0,5.0,5.0,5.5,4.0,10.0,25.585253152298257,1.5852531522982574,244.0,Neto,G,15.0,16.0,5.47,5.45,5.5,19.0,10.0,20.0,1.14,1.36,1.11,0.0,0.0,0.0,1.0,1.0,1.0,1665.0,900.0,1755.0,87.63,90.0,87.75,0.0,0.0,0.0,1000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,22.0,6.0,5.5,5.45,5.0,4.5,7.0,5.5,3.0,7.5,6.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.0,6.0,6.5,7.0,5.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,14.7160877541036,-0.2839122458963992
13,84,Lerma Jefferson,MD,14.0,14.0,5.32,6.0,5.32,28,3,28,1.16,1.0,1.16,3,0,3,1.0,1.0,1.0,2460,261,2460,87.86,87.0,87.86,820.0,820.0,5.5,4.67,4.0,0.0,0.0,0.0,0.0,3.0,8.0,0.8058,1477.0,32.0,22.0,59.73,26.0,0.0,0.0,6.0,6.0,5.833333333333333,6.0,5.0,7.0,0.0,5.5,5.5,6.5,6.0,6.0,5.0,4.5,4.5,4.0,6.0,6.0,4.5,4.5,4.5,6.0,6.0,6.0,5.0,6.0,5.5,7.0,2.5,4.5,2.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,14.0,0.0,13.0,Maddison James,MO,29.0,40.0,5.89,5.75,6.17,22.0,4.0,33.0,1.25,0.87,1.29,9.0,0.0,14.0,0.95,1.0,0.94,1809.0,358.0,2730.0,82.23,89.5,82.73,201.0,195.0,4.5,3.22,3.5,0.0,2.0,3.0,6.0,7.0,17.0,0.7857,1142.0,11.0,18.0,52.76,22.0,0.0,0.0,5.0,5.75,5.875,4.5,6.5,6.0,6.0,0.0,4.5,7.5,7.0,5.0,0.0,0.0,0.0,0.0,6.0,8.0,5.0,7.5,0.0,6.0,5.0,8.5,6.0,5.0,3.5,5.5,0.0,4.5,6.0,6.0,8.0,8.5,0.0,0.0,5.5,5.0,6.0,7.0,8.0,4.0,8.0,28.94575857718089,-0.054241422819110596,247.0,Fabianski Lukasz,G,15.0,19.0,5.42,6.5,5.47,25.0,1.0,35.0,0.8,0.0,1.02,0.0,0.0,0.0,1.0,1.0,1.0,2123.0,90.0,3023.0,84.92,90.0,86.37,0.0,0.0,0.0,1000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,6.5,6.5,5.571428571428571,6.5,0.0,0.0,0.0,5.5,5.0,5.5,5.0,6.0,5.5,5.0,4.5,4.0,6.0,5.5,5.0,6.0,6.5,6.5,5.0,7.0,4.5,0.0,4.5,5.5,6.0,4.0,6.0,5.0,4.0,8.0,6.0,5.5,7.5,4.0,5.0,5.0,4.0,1.0,7.0,14.931891230955,-0.06810876904500063
14,86,van Dijk Virgil,DC,18.0,25.0,5.3,5.2,5.44,23,5,32,1.21,1.04,1.06,3,0,3,1.0,1.0,1.0,2025,450,2835,88.04,90.0,88.59,675.0,945.0,7.5,6.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8943,1988.0,22.0,12.0,70.09,9.0,0.0,0.0,4.0,4.833333333333333,5.2,3.5,0.0,5.0,6.0,5.5,6.0,0.0,0.0,0.0,0.0,4.0,5.5,7.5,5.5,5.5,4.0,5.0,6.0,6.0,4.0,3.5,0.0,7.5,6.0,5.0,7.5,4.0,5.5,4.0,0.0,0.0,6.0,6.0,6.0,6.0,5.0,6.0,5.5,3,5,18.0,0.0,14.0,Foden Phil,MO,33.0,44.0,5.83,0.0,5.83,24.0,0.0,33.0,1.2,0.0,1.15,9.0,0.0,11.0,0.71,0.0,0.76,1408.0,0.0,2110.0,58.67,0.0,63.94,156.0,192.0,6.5,3.67,3.0,0.0,0.0,0.0,4.0,4.0,14.0,0.845,1078.0,5.0,8.0,47.17,7.0,0.0,0.0,6.0,6.75,5.916666666666667,0.0,0.0,6.0,7.5,8.0,5.0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,6.5,5.0,5.0,5.0,5.0,5.0,7.0,9.0,6.5,0.0,5.0,5.0,6.5,6.0,7.0,6.0,6.0,0.0,6.5,7.5,0.0,6.0,5.0,4.5,7.0,2.0,6.0,24.527967497509692,-8.472032502490308,250.0,Forster Fraser,G,7.0,8.0,5.36,0.0,5.09,7.0,0.0,16.0,1.35,0.0,1.4,0.0,0.0,0.0,1.0,0.0,1.0,630.0,0.0,1440.0,90.0,0.0,90.0,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,5.833333333333333,5.5,0.0,5.0,7.0,5.5,6.5,6.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.5,8.0,2.5,4.0,5.5,3.0,6.0,11.057131097428964,4.0571310974289645
15,88,Mee Ben,DC,16.0,21.0,5.24,5.43,5.24,27,15,27,1.08,0.9,1.08,3,2,3,1.0,1.0,1.0,2380,1350,2380,88.15,90.0,88.15,793.0,793.0,7.0,5.33,7.5,0.0,0.0,0.0,0.0,0.0,2.0,0.718,1598.0,38.0,17.0,63.72,12.0,0.0,0.0,7.0,4.875,5.388888888888889,5.0,5.0,4.5,5.0,0.0,5.0,5.5,7.5,5.0,6.0,5.5,6.0,4.0,5.5,5.0,7.0,0.0,6.0,6.0,3.5,5.5,3.0,6.0,5.5,4.5,5.5,3.5,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,16.0,0.0,15.0,Mac Allister Alexis,MO,24.0,29.0,6.13,6.2,5.96,24.0,5.0,35.0,1.01,1.44,1.02,8.0,3.0,9.0,0.96,1.0,0.97,2069.0,450.0,3036.0,86.21,90.0,86.74,259.0,337.0,6.5,3.0,8.0,5.0,1.0,1.0,1.0,3.0,12.0,0.8711,1602.0,20.0,30.0,56.58,26.0,0.0,0.0,6.0,7.166666666666667,6.071428571428571,7.0,0.0,6.5,8.0,0.0,4.5,5.0,0.0,5.0,6.5,5.5,0.0,0.0,6.5,6.0,7.0,5.0,5.0,6.0,6.5,6.0,6.0,5.5,8.0,7.0,5.5,8.0,6.0,5.0,7.0,6.5,6.0,7.0,4.5,5.0,5.0,6.0,4.0,3.0,7.0,24.481143723301088,0.4811437233010878,251.0,Meslier Illan,G,16.0,19.0,5.36,5.36,5.33,29.0,29.0,39.0,1.29,1.29,1.32,0.0,0.0,0.0,1.0,1.0,1.0,2610.0,2610.0,3475.0,90.0,90.0,89.1,0.0,0.0,0.0,1000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,21.0,6.5,5.25,5.3,3.5,7.0,5.0,5.5,6.0,6.0,4.5,4.5,6.0,5.0,4.0,8.0,6.0,4.0,5.0,8.5,4.0,3.5,5.0,5.0,7.0,5.5,5.0,3.0,5.5,5.5,6.5,5.0,6.5,6.0,6.0,5.0,3.0,8.0,3.5,6.0,6.0,5.0,4.0,10.0,15.699274870991687,-0.3007251290083133
16,98,Rodri,MD,31.0,38.0,6.39,6.39,6.49,27,19,38,0.79,0.89,0.83,2,2,6,1.0,1.0,1.0,2326,1651,3289,86.15,86.89,86.55,1163.0,548.0,6.5,15.5,11.0,0.0,0.0,0.0,5.0,8.0,6.0,0.914,2756.0,26.0,36.0,59.92,37.0,0.0,0.0,6.75,6.666666666666667,6.277777777777778,6.0,0.0,7.0,7.0,5.5,6.0,8.0,4.5,6.5,6.0,6.0,5.5,7.0,5.5,7.0,6.0,6.0,7.0,7.0,8.0,0.0,7.0,7.0,6.0,6.0,5.5,6.5,6.5,6.5,6.5,7.0,8.0,8.0,7.0,7.5,5.5,7.0,5.5,3,9,26.5,-4.5,16.0,Trossard Leandro,MO,25.0,33.0,5.69,5.83,5.76,27.0,9.0,36.0,1.1,1.15,1.1,8.0,1.0,12.0,0.85,0.67,0.89,1870.0,459.0,2664.0,69.26,51.0,74.0,234.0,222.0,6.0,3.13,6.0,0.0,0.0,0.0,9.0,8.0,23.0,0.7787,1096.0,10.0,10.0,38.92,19.0,0.0,0.0,0.0,6.5,5.833333333333333,6.0,7.0,8.0,5.0,6.0,5.5,6.0,4.5,4.5,0.0,0.0,4.5,5.0,5.0,6.0,7.0,6.0,4.0,5.0,4.0,8.0,0.0,6.0,7.0,5.0,6.0,7.0,5.0,5.5,0.0,5.0,8.0,7.0,5.5,7.0,6.0,5.5,0.0,4.0,9.0,27.138091128408355,2.1380911284083552,252.0,José Sá,G,17.0,19.0,5.36,5.36,5.31,29.0,29.0,39.0,1.33,1.33,1.32,0.0,0.0,0.0,1.0,1.0,1.0,2610.0,2610.0,3465.0,90.0,90.0,88.85,0.0,0.0,0.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,30.0,5.0,5.5,5.5,6.0,2.5,6.0,7.5,6.0,4.5,5.5,6.5,3.5,7.0,5.0,6.5,6.0,4.0,5.0,5.0,2.5,5.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.5,8.0,5.0,5.0,0.0,6.0,5.0,6.0,2.0,5.0,6.0,4.0,4.0,10.0,16.03856632818511,-0.9614336718148913
17,99,Rice Declan,MD,27.0,32.0,5.81,5.81,5.8,27,27,37,1.01,1.01,0.95,2,2,2,1.0,1.0,0.97,2430,2430,3268,90.0,90.0,88.32,1215.0,1634.0,7.5,13.5,6.0,0.0,0.0,2.0,1.0,2.0,9.0,0.8798,1937.0,43.0,28.0,58.67,20.0,0.0,0.0,5.75,5.166666666666667,5.722222222222222,6.5,0.0,6.0,3.0,8.0,4.5,5.5,6.0,6.0,6.0,5.5,6.0,5.0,5.0,5.0,5.5,7.0,6.5,7.5,5.5,7.0,5.5,0.0,6.0,6.5,6.5,5.5,4.5,5.5,5.5,6.0,7.5,5.5,4.5,5.5,5.5,5.5,5.5,3,9,21.85,-5.149999999999999,17.0,Roberto Firmino,A,14.0,24.0,5.38,4.83,5.4,21.0,6.0,26.0,1.3,1.08,1.19,8.0,1.0,9.0,0.57,0.0,0.54,1117.0,115.0,1350.0,53.19,19.17,51.92,140.0,150.0,6.0,1.75,3.5,0.0,0.0,0.0,4.0,4.0,8.0,0.7616,723.0,6.0,11.0,38.52,7.0,0.0,0.0,4.0,5.333333333333333,4.833333333333333,4.5,0.0,4.5,7.0,4.5,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.0,5.5,4.0,5.5,5.5,6.0,7.0,4.5,4.5,5.5,7.0,9.0,4.5,0.0,4.0,6.0,5.5,0.0,0.0,0.0,0.0,4.5,5.5,0.0,3.0,6.0,17.0213270921628,3.0213270921627995,257.0,Lloris Hugo,G,14.0,21.0,5.32,6.0,5.41,22.0,1.0,35.0,1.31,0.0,1.2,0.0,0.0,0.0,1.0,1.0,1.0,1980.0,90.0,3150.0,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,37.0,6.17,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,7.0,3.0,0.0,5.0,5.5,5.0,4.0,6.5,5.0,7.0,4.0,6.0,2.5,5.5,5.5,6.5,6.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,5.5,8.0,5.0,4.5,1.0,4.0,13.92051750789835,-0.07948249210165059
18,101,Casemiro,MD,15.0,28.0,5.61,0.0,5.57,19,0,28,1.3,0.0,1.22,2,0,3,0.79,0.0,0.82,1339,0,1919,70.47,0.0,68.54,670.0,640.0,7.0,7.5,7.5,0.0,0.0,0.0,3.0,5.0,8.0,0.7621,1174.0,25.0,29.0,58.33,35.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,3.5,3.5,0.0,0.0,0.0,4.5,0.0,6.5,7.0,5.5,8.0,6.0,4.0,6.0,7.5,6.5,5.0,7.0,4.5,0.0,6.0,5.0,5.5,5.0,0.0,0.0,0.0,4.5,7.0,0.0,5.5,5.5,0.0,0.0,7.0,6.0,2,4,15.0,0.0,18.0,Núñez Darwin,A,27.0,44.0,5.27,5.17,5.27,22.0,3.0,22.0,1.3,2.02,1.3,8.0,2.0,8.0,0.77,0.67,0.77,1452.0,164.0,1452.0,66.0,54.67,66.0,182.0,182.0,6.0,3.38,4.0,0.0,0.0,0.0,3.0,10.0,12.0,0.6564,595.0,3.0,4.0,39.88,20.0,0.0,0.0,6.0,5.166666666666667,5.285714285714286,4.0,0.0,4.0,7.5,0.0,6.0,6.5,4.0,5.0,0.0,3.5,6.0,5.0,7.5,6.5,4.5,0.0,6.5,5.0,6.0,4.0,5.0,6.0,5.0,0.0,0.0,0.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.416217964183637,-5.583782035816363,259.0,de Gea David,G,15.0,21.0,5.26,5.26,5.14,27.0,27.0,38.0,1.59,1.59,1.48,0.0,0.0,0.0,1.0,1.0,1.0,2430.0,2430.0,3420.0,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,24.0,4.5,4.0,5.0,4.5,0.0,6.5,1.0,0.0,6.5,7.5,5.5,4.0,4.5,7.0,6.0,6.0,7.0,3.5,6.5,4.5,6.0,6.0,5.0,2.5,4.0,6.0,5.5,6.0,7.0,6.5,2.5,4.5,5.5,6.0,2.5,6.5,4.5,5.0,5.0,5.0,3.0,3.0,8.0,14.431870625566894,-0.5681293744331057
19,105,Pinnock Ethan,DC,16.0,16.0,5.5,5.45,5.46,20,19,25,1.16,1.17,1.16,2,2,2,1.0,1.0,1.0,1800,1710,2181,90.0,90.0,87.24,900.0,1091.0,6.5,8.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.7393,1044.0,19.0,14.0,68.79,5.0,0.0,0.0,0.0,5.875,5.722222222222222,6.5,5.5,5.0,6.5,0.0,5.0,6.0,6.0,5.5,5.5,6.5,7.0,5.5,6.0,5.0,4.5,3.5,6.0,6.0,2.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,3.5,4,9,16.0,0.0,19.0,Wilson Callum,A,17.0,30.0,5.23,6.0,5.26,20.0,1.0,23.0,1.25,0.0,1.29,8.0,1.0,10.0,0.75,0.0,0.74,1256.0,10.0,1457.0,62.8,10.0,63.35,157.0,146.0,6.0,2.13,8.0,1.0,0.0,2.0,3.0,2.0,10.0,0.7135,348.0,1.0,1.0,37.19,16.0,0.0,0.0,3.5,4.666666666666667,4.928571428571429,6.0,0.0,4.0,4.0,0.0,4.5,0.0,6.0,4.0,6.0,4.5,4.0,0.0,4.0,4.5,8.0,6.0,5.0,4.5,6.0,6.5,0.0,0.0,0.0,0.0,0.0,6.5,3.5,7.0,7.5,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,18.715099539851714,1.715099539851714,263.0,Henderson Dean,G,7.0,13.0,5.25,0.0,5.25,18.0,0.0,18.0,1.93,0.0,1.93,0.0,0.0,0.0,1.0,0.0,1.0,1620.0,0.0,1620.0,90.0,0.0,90.0,0.0,0.0,0.0,1000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5,0.0,6.0,3.5,3.0,8.0,8.0,5.0,5.0,3.0,5.0,0.0,3.5,1.0,6.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.820258540160969,-0.17974145983903078
20,106,Saliba William,DC,13.0,23.0,5.48,0.0,5.42,27,0,38,0.9,0.0,0.96,2,0,2,1.0,0.0,1.0,2416,0,3406,89.48,0.0,89.63,1208.0,1703.0,7.5,6.5,11.5,0.0,0.0,0.0,1.0,1.0,2.0,0.9073,2093.0,19.0,20.0,60.34,19.0,0.0,0.0,5.0,6.0,5.4375,0.0,0.0,6.5,5.5,5.5,5.5,4.0,5.0,5.5,6.0,5.5,5.0,5.0,5.5,6.0,6.0,5.5,3.5,5.5,5.0,6.0,7.5,5.5,4.0,5.0,6.0,7.5,4.5,6.0,0.0,3.5,6.0,3.5,7.0,6.0,4.5,6.0,5.0,2,8,15.18,2.1799999999999997,20.0,Johnson Brennan,A,16.0,21.0,4.95,4.95,4.95,29.0,29.0,29.0,1.3,1.3,1.3,8.0,8.0,8.0,0.93,0.93,0.93,2403.0,2403.0,2403.0,82.86,82.86,82.86,300.0,300.0,5.0,2.0,6.5,1.0,0.0,0.0,2.0,3.0,22.0,0.6314,735.0,3.0,16.0,37.44,31.0,0.0,0.0,5.0,5.875,5.7,7.0,4.5,4.5,7.5,3.5,5.0,4.0,7.0,6.0,8.0,6.0,5.0,3.5,6.0,5.0,4.0,4.0,4.5,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.5,6.5,5.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,19.43072452424458,3.4307245242445816,271.0,Pickford Jordan,G,13.0,17.0,5.21,5.1,5.2,28.0,21.0,40.0,1.29,1.11,1.35,0.0,0.0,0.0,1.0,1.0,1.0,2520.0,1890.0,3600.0,90.0,90.0,90.0,0.0,0.0,0.0,1000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,25.0,5.75,5.375,5.05,4.5,6.0,6.0,5.0,4.5,6.0,3.5,6.0,4.0,5.0,3.5,5.5,5.0,3.5,4.0,8.0,6.0,5.5,5.0,4.5,6.0,0.0,2.5,8.0,6.0,6.0,6.5,4.0,6.0,0.0,5.0,7.0,7.0,5.0,5.5,7.0,5.0,5.5,4.0,10.0,15.385744090266265,2.3857440902662645
