,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,Titu_4,Titu_10,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI
395,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,0.0,0.0,4.5,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,9,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,6.07,6.0,6.07,23,3,23,1.54,17,2,17,0.96,1.0,0.96,1862,270,1862,80.96,90.0,80.96,110.0,110.0,6.0,6.0,5.928571428571429,8.0,5.0,5.0,0.0,4.0,7.0,6.5,6.0,0.0,0.0,6.0,0.0,4.5,2.5,4.5,3,7,0.0,0.0,1.0,6.0,6.0,19.0,0.7901,852.0,1.0,7.0,46.05,31.0,0.0,0.0,0.0
419,6.06,7.0,6.08,17,2,25,1.37,14,3,21,1.0,1.0,0.96,1461,155,2085,85.94,77.5,83.4,104.0,99.0,5.5,6.166666666666667,6.071428571428571,9.0,5.0,0.0,4.5,5.0,0.0,7.0,0.0,5.0,7.0,6.0,5.5,7.0,0.0,0.0,3,7,5.0,1.0,2.0,3.0,10.0,16.0,0.863,950.0,0.0,4.0,37.63,9.0,0.0,0.0,5.5
420,5.43,5.43,5.32,27,27,38,1.38,13,13,16,1.0,1.0,1.0,2359,2359,3336,87.37,87.37,87.79,181.0,209.0,6.0,6.375,5.8,4.5,7.0,7.0,7.0,6.0,6.0,7.0,6.0,3.5,4.0,6.5,4.0,6.5,4.5,5.0,4,10,4.0,2.0,3.0,3.0,3.0,11.0,0.6423,987.0,3.0,12.0,47.02,41.0,0.0,0.0,7.5
421,5.67,5.67,5.71,27,27,38,1.18,12,12,17,0.93,0.93,0.95,2284,2284,3251,84.59,84.59,85.55,190.0,191.0,5.0,6.0,5.75,5.5,6.0,8.0,4.5,5.5,6.0,5.0,5.0,7.0,5.0,6.0,7.0,6.0,4.5,7.0,4,10,2.0,0.0,2.0,3.0,8.0,18.0,0.7825,1276.0,6.0,3.0,45.97,14.0,0.0,0.0,6.0
422,5.52,4.7,5.41,24,5,34,1.2,12,1,14,0.96,0.8,0.97,2089,379,2966,87.04,75.8,87.24,174.0,212.0,6.0,4.75,4.928571428571429,4.0,4.5,6.5,4.0,4.5,0.0,0.0,0.0,6.0,5.0,7.5,6.5,6.5,4.5,7.0,4,7,3.0,0.0,1.0,2.0,2.0,14.0,0.6002,889.0,5.0,3.0,57.1,17.0,0.0,0.0,4.0
423,5.24,5.0,5.14,25,5,36,1.12,12,3,15,0.92,0.8,0.83,1861,369,2493,74.44,73.8,69.25,155.0,166.0,5.0,5.0,5.166666666666667,4.0,6.0,6.0,4.0,5.0,0.0,6.0,5.0,6.0,4.5,3.5,5.0,4.5,0.0,3.0,4,9,5.0,0.0,0.0,3.0,4.0,8.0,0.7535,672.0,1.0,4.0,39.18,34.0,0.0,0.0,5.0
424,5.33,5.33,5.35,27,27,36,0.98,10,10,14,0.63,0.63,0.67,1421,1421,2010,52.63,52.63,55.83,142.0,144.0,6.0,5.875,5.2,5.0,5.5,6.0,7.0,4.5,4.0,5.0,4.5,4.5,6.0,4.0,4.5,7.0,5.0,5.5,4,10,0.0,0.0,1.0,2.0,2.0,6.0,0.655,570.0,0.0,9.0,56.57,31.0,0.0,0.0,6.0
425,5.15,3.75,5.12,24,2,34,1.18,10,0,13,1.0,1.0,1.0,2077,153,2977,86.54,76.5,87.56,208.0,229.0,5.0,3.8333333333333335,4.722222222222222,4.0,3.5,0.0,4.0,6.0,7.0,4.5,4.5,4.0,5.0,4.5,4.5,4.0,7.0,7.5,3,9,2.0,0.0,1.0,2.0,2.0,8.0,0.5931,895.0,8.0,5.0,45.92,43.0,0.0,0.0,4.5
426,6.04,6.04,5.68,27,27,39,1.14,9,9,9,0.74,0.74,0.74,1869,1869,2665,69.22,69.22,68.33,208.0,296.0,6.5,6.625,6.35,5.5,7.0,6.0,8.0,6.0,7.5,5.0,4.5,6.0,8.0,5.0,5.0,7.0,6.0,5.0,4,10,0.0,0.0,4.0,8.0,15.0,28.0,0.8209,1413.0,16.0,26.0,51.63,19.0,0.0,0.0,6.5
427,5.71,6.0,5.6,26,14,31,1.08,9,6,9,0.73,1.0,0.61,1597,1102,1692,61.42,78.71,54.58,177.0,188.0,5.5,5.875,6.05,5.0,6.5,7.0,5.0,8.5,6.5,4.5,7.0,4.5,6.0,7.0,6.0,6.0,4.5,0.0,4,10,0.0,0.0,3.0,4.0,6.0,13.0,0.7839,853.0,14.0,15.0,47.98,30.0,0.0,0.0,6.0
428,5.41,5.42,5.41,22,18,22,1.06,9,7,9,1.0,1.0,1.0,1821,1466,1821,82.77,81.44,82.77,202.0,202.0,6.0,5.375,5.65,6.5,4.5,4.5,6.0,7.5,6.0,4.0,7.0,4.0,6.5,5.5,6.0,5.0,4.5,5.0,4,10,0.0,0.0,0.0,1.0,2.0,14.0,0.6627,554.0,6.0,3.0,45.77,17.0,0.0,0.0,6.0
429,5.0,4.97,4.97,23,16,34,1.32,9,6,12,0.91,0.88,0.91,1734,1175,2612,75.39,73.44,76.82,193.0,218.0,6.0,4.25,4.6,4.5,4.0,4.5,4.0,3.5,4.5,6.0,3.5,4.5,7.0,6.0,6.5,6.0,7.0,4.0,4,10,0.0,0.0,0.0,1.0,2.0,9.0,0.6969,645.0,2.0,7.0,34.74,28.0,0.0,0.0,4.0
430,5.85,5.92,5.79,26,6,36,1.04,8,1,12,1.0,1.0,0.92,2280,518,2948,87.69,86.33,81.89,285.0,246.0,6.0,6.125,5.555555555555555,7.5,5.0,7.0,5.0,5.5,5.5,0.0,5.0,4.0,5.5,6.5,4.5,4.5,6.0,4.0,4,9,0.0,0.0,2.0,6.0,10.0,37.0,0.8191,1546.0,5.0,19.0,47.82,42.0,0.0,0.0,4.5
431,5.48,5.5,5.28,26,2,32,1.15,8,0,8,0.88,0.5,0.88,1796,114,2165,69.08,57.0,67.66,225.0,271.0,6.0,5.333333333333333,5.388888888888889,5.0,6.0,0.0,5.0,3.5,5.0,6.5,8.0,4.5,5.0,6.0,5.5,5.0,6.0,4.5,3,9,1.0,0.0,0.0,0.0,2.0,8.0,0.8442,999.0,3.0,11.0,47.49,29.0,0.0,0.0,3.5
432,5.67,4.95,5.58,26,11,37,1.03,7,0,7,0.92,0.91,0.95,2016,812,2939,77.54,73.82,79.43,288.0,420.0,6.0,4.875,4.95,4.5,5.0,4.5,5.5,5.0,4.5,5.0,4.0,5.5,6.0,5.0,0.0,8.0,7.0,5.5,4,10,0.0,1.0,1.0,3.0,5.0,20.0,0.8209,1411.0,12.0,25.0,43.27,52.0,0.0,0.0,6.0
433,5.17,0.0,5.09,23,0,33,1.39,7,0,9,0.87,0.0,0.88,1481,0,2168,64.39,0.0,65.7,212.0,241.0,6.0,3.8333333333333335,4.6875,0.0,4.0,3.0,4.5,4.5,0.0,5.5,5.5,4.0,6.5,5.0,0.0,4.5,4.0,7.5,3,8,2.0,0.0,1.0,2.0,4.0,16.0,0.5676,689.0,7.0,4.0,44.92,22.0,0.0,0.0,5.25
434,4.86,4.83,4.86,22,6,22,0.83,7,2,7,0.23,0.0,0.23,701,58,701,31.86,9.67,31.86,100.0,100.0,4.5,4.625,4.722222222222222,5.5,4.5,4.0,4.5,4.5,6.0,0.0,5.0,5.0,3.5,6.5,4.5,4.5,4.5,4.5,4,9,4.0,0.0,0.0,0.0,1.0,6.0,0.7602,199.0,1.0,2.0,34.57,25.0,0.0,0.0,5.0
435,6.19,0.0,6.27,21,0,24,0.86,6,0,8,0.86,0.0,0.83,1632,0,1842,77.71,0.0,76.75,272.0,230.0,6.5,0.0,6.625,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,6.5,5.5,5.0,6.0,7.0,6.0,0,4,0.0,0.0,0.0,0.0,7.0,5.0,0.8745,1417.0,11.0,20.0,55.43,8.0,0.0,0.0,7.0
436,5.88,5.83,5.8,26,24,35,0.92,6,5,6,0.96,0.96,0.94,2101,1965,2735,80.81,81.88,78.14,350.0,456.0,6.5,5.5,5.7,5.5,6.5,4.0,6.0,5.5,6.0,6.0,7.0,5.5,5.0,7.5,5.0,7.0,5.0,6.0,4,10,1.0,0.0,2.0,5.0,6.0,18.0,0.78,1388.0,13.0,23.0,44.35,27.0,0.0,0.0,5.5
437,5.52,0.0,5.44,25,0,34,1.03,6,0,8,0.6,0.0,0.71,1357,0,2118,54.28,0.0,62.29,226.0,265.0,6.0,6.5,5.666666666666667,0.0,6.0,6.5,7.0,4.0,4.5,4.5,7.5,5.0,6.0,6.5,4.5,6.0,6.0,5.0,3,9,0.0,0.0,0.0,4.0,11.0,31.0,0.8078,1135.0,13.0,14.0,48.77,11.0,0.0,0.0,5.0
438,5.4,6.17,5.37,21,3,30,1.28,6,2,8,0.38,0.33,0.43,783,122,1266,37.29,40.67,42.2,131.0,158.0,6.0,6.166666666666667,5.611111111111111,8.0,4.5,6.0,0.0,5.0,6.0,7.0,3.0,5.0,6.0,7.0,4.5,5.0,0.0,7.5,3,9,0.0,0.0,1.0,4.0,4.0,17.0,0.8493,564.0,3.0,7.0,54.84,8.0,0.0,0.0,4.5
439,5.25,0.0,5.2,16,0,20,1.08,6,0,7,0.81,0.0,0.75,1072,0,1280,67.0,0.0,64.0,179.0,183.0,6.0,5.333333333333333,4.785714285714286,0.0,5.0,5.0,6.0,4.0,0.0,0.0,6.0,3.0,4.5,6.5,6.5,6.0,4.5,0.0,3,7,1.0,0.0,1.0,2.0,3.0,8.0,0.7477,556.0,4.0,5.0,49.55,10.0,0.0,0.0,6.5
440,5.18,0.0,5.09,19,0,28,0.9,6,0,7,0.74,0.0,0.68,1178,0,1624,62.0,0.0,58.0,196.0,232.0,6.0,4.5,5.125,0.0,0.0,4.5,4.5,6.5,6.5,5.0,4.5,4.0,5.5,6.0,4.0,5.0,5.0,0.0,2,8,0.0,0.0,0.0,2.0,0.0,0.0,0.7289,401.0,3.0,3.0,40.29,25.0,0.0,0.0,5.5
441,5.03,3.0,4.9,20,1,30,1.22,6,0,7,0.75,1.0,0.73,1311,76,1874,65.55,76.0,62.47,219.0,268.0,6.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,4.5,4.5,5.0,5.0,6.0,1,4,3.0,0.0,0.0,1.0,2.0,3.0,0.7173,662.0,7.0,15.0,50.59,14.0,0.0,0.0,5.5
442,5.0,5.0,5.0,26,10,26,0.92,6,2,6,0.96,0.9,0.96,2017,745,2017,77.58,74.5,77.58,336.0,336.0,6.0,5.375,5.0,5.0,6.0,4.5,6.0,5.0,6.5,4.0,4.5,4.0,4.5,0.0,4.5,6.0,6.5,6.0,4,10,1.0,0.0,1.0,0.0,0.0,15.0,0.6093,589.0,5.0,4.0,43.5,32.0,0.0,0.0,4.0
443,4.98,5.31,5.27,26,13,37,0.98,6,5,12,0.35,0.46,0.54,1070,649,2003,41.15,49.92,54.14,178.0,167.0,5.5,5.875,5.45,5.0,7.5,4.5,6.5,6.5,7.0,4.0,5.0,4.0,4.5,5.0,4.5,5.0,0.0,4.0,4,10,0.0,0.0,2.0,0.0,1.0,11.0,0.6265,380.0,2.0,4.0,39.0,5.0,0.0,0.0,4.5
444,4.97,4.91,4.97,20,16,20,1.2,6,4,6,0.45,0.56,0.45,809,707,809,40.45,44.19,40.45,135.0,135.0,6.5,5.25,4.7,4.5,6.5,5.0,5.0,4.0,4.0,4.5,4.5,4.0,5.0,4.0,4.5,5.0,7.5,6.5,4,10,0.0,0.0,1.0,0.0,0.0,8.0,0.7093,345.0,4.0,11.0,35.34,18.0,0.0,0.0,4.0
445,4.94,5.17,4.8,25,3,35,1.15,6,1,7,0.36,0.0,0.37,999,79,1376,39.96,26.33,39.31,167.0,197.0,6.0,5.166666666666667,5.0,6.0,4.0,5.5,0.0,2.5,5.0,4.5,6.5,5.0,6.0,6.0,4.5,0.0,4.0,5.0,3,9,0.0,0.0,0.0,0.0,5.0,18.0,0.7754,605.0,8.0,2.0,35.71,13.0,0.0,0.0,3.25
446,4.91,5.13,4.86,23,15,33,1.07,6,6,8,0.52,0.67,0.55,1135,846,1662,49.35,56.4,50.36,189.0,208.0,5.0,5.25,5.4,7.0,4.0,5.0,5.0,6.0,4.0,7.0,4.0,7.5,4.5,4.5,5.0,4.5,4.5,4.5,4,10,0.0,0.0,0.0,0.0,1.0,4.0,0.6156,338.0,3.0,8.0,41.38,6.0,0.0,0.0,4.5
447,4.81,4.81,4.82,27,27,38,1.29,6,6,9,1.0,1.0,0.89,2227,2227,2869,82.48,82.48,75.5,371.0,319.0,6.0,5.75,5.0,4.5,6.5,5.0,7.0,4.0,6.0,2.5,5.5,4.0,5.0,4.0,6.0,8.0,4.0,4.5,4,10,0.0,0.0,0.0,2.0,4.0,16.0,0.7675,955.0,2.0,4.0,35.5,14.0,0.0,0.0,4.0
448,5.64,0.0,5.64,18,0,28,1.36,5,0,5,0.78,0.0,0.79,1107,0,1842,61.5,0.0,65.79,221.0,368.0,6.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,6.5,5.0,5.0,7.0,0,2,0.0,0.0,0.0,5.0,6.0,15.0,0.8327,847.0,0.0,10.0,36.36,14.0,0.0,0.0,4.0
449,5.6,5.63,5.63,24,4,35,1.25,5,1,9,0.71,0.75,0.74,1655,290,2403,68.96,72.5,68.66,331.0,267.0,6.0,5.625,5.722222222222222,8.0,4.5,6.0,4.0,0.0,5.0,7.5,5.0,6.0,5.5,4.5,4.0,5.0,4.5,3.5,4,9,1.0,0.0,0.0,7.0,9.0,26.0,0.8634,1037.0,5.0,6.0,50.5,15.0,0.0,0.0,4.0
450,5.42,5.5,5.24,24,9,34,1.09,5,2,5,0.88,0.89,0.71,1753,675,2186,73.04,75.0,64.29,351.0,437.0,6.5,5.5,5.5,5.0,7.0,5.0,5.0,4.5,6.5,7.0,4.5,5.0,0.0,7.5,6.0,5.5,6.0,0.0,4,9,0.0,0.0,0.0,3.0,6.0,23.0,0.7501,964.0,2.0,21.0,43.91,27.0,0.0,0.0,4.5
451,5.14,5.14,5.03,25,7,37,1.08,5,0,7,0.92,0.71,0.92,1954,491,2846,78.16,70.14,76.92,391.0,407.0,6.0,5.125,5.0,4.5,6.5,5.0,4.5,5.0,4.5,6.0,0.0,0.0,4.0,4.5,5.0,5.0,6.0,4.5,4,8,0.0,0.0,0.0,2.0,7.0,33.0,0.7041,835.0,5.0,10.0,42.33,21.0,0.0,0.0,4.0
452,5.13,0.0,5.13,8,0,8,1.22,5,0,5,0.63,0.0,0.63,511,0,511,63.88,0.0,63.88,102.0,102.0,5.0,5.0,5.125,0.0,6.0,5.0,4.0,3.0,6.0,4.5,6.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0.0,0.0,0.0,0.0,1.0,4.0,0.7008,195.0,0.0,1.0,39.13,12.0,0.0,0.0,0.0
453,5.05,5.0,5.1,20,4,30,1.02,5,2,6,0.5,0.75,0.6,1049,261,1731,52.45,65.25,57.7,210.0,289.0,5.0,5.0,5.1875,5.0,3.5,6.5,5.0,0.0,5.0,4.5,0.0,5.0,7.0,0.0,4.0,4.5,7.0,4.5,4,8,1.0,0.0,1.0,0.0,4.0,13.0,0.7232,506.0,6.0,12.0,42.97,16.0,0.0,0.0,7.0
454,5.02,5.02,5.02,27,27,27,0.94,5,5,5,0.85,0.85,0.85,1926,1926,1926,71.33,71.33,71.33,385.0,385.0,6.0,4.875,4.8,5.0,6.0,4.5,4.0,4.0,4.5,5.0,4.5,6.5,4.0,4.5,6.5,6.5,5.0,5.0,4,10,0.0,0.0,1.0,4.0,2.0,7.0,0.7974,636.0,2.0,8.0,39.88,10.0,0.0,0.0,5.0
455,4.84,4.5,4.75,16,2,20,0.85,5,0,5,0.94,0.5,0.8,1037,82,1197,64.81,41.0,59.85,207.0,239.0,5.0,4.5,4.416666666666667,4.5,4.5,0.0,0.0,0.0,0.0,4.0,5.0,4.5,4.0,4.0,4.0,6.0,0.0,0.0,2,6,2.0,0.0,0.0,1.0,2.0,8.0,0.7249,371.0,1.0,1.0,33.33,14.0,0.0,0.0,4.0
456,4.65,3.5,4.65,23,2,23,1.12,5,0,5,0.57,0.5,0.57,1137,122,1137,49.43,61.0,49.43,227.0,227.0,6.5,3.8333333333333335,4.222222222222222,2.5,4.5,0.0,4.5,4.5,4.5,4.5,5.0,5.0,3.0,0.0,0.0,4.5,4.5,5.0,3,9,1.0,0.0,0.0,1.0,2.0,7.0,0.7156,319.0,0.0,3.0,38.26,5.0,0.0,0.0,0.0
457,5.88,5.88,5.93,25,8,37,0.85,4,1,6,0.96,0.88,0.97,2080,619,3142,83.2,77.38,84.92,520.0,524.0,7.0,5.75,5.777777777777778,6.5,6.0,4.5,6.0,5.5,5.5,6.0,7.0,0.0,5.0,6.5,5.5,5.5,5.5,7.0,4,9,0.0,0.0,0.0,3.0,2.0,27.0,0.7133,1019.0,22.0,21.0,51.53,26.0,0.0,0.0,5.25
458,5.75,0.0,5.69,24,0,32,0.85,4,0,4,0.67,0.0,0.69,1415,0,1917,58.96,0.0,59.91,354.0,479.0,5.5,5.0,5.625,0.0,4.5,5.5,0.0,6.5,6.0,7.0,5.5,5.0,5.0,6.5,4.5,5.0,5.5,5.5,2,8,1.0,0.0,1.0,3.0,8.0,10.0,0.8869,1338.0,11.0,7.0,44.44,19.0,0.0,0.0,4.5
459,5.73,5.75,5.45,26,4,37,1.11,4,0,4,0.92,0.75,0.78,2036,300,2496,78.31,75.0,67.46,509.0,624.0,6.0,5.75,5.722222222222222,5.0,7.0,5.0,6.0,0.0,6.0,6.0,7.0,5.0,4.5,5.0,5.5,5.5,5.5,5.5,4,9,0.0,0.0,0.0,4.0,5.0,33.0,0.7758,1141.0,6.0,11.0,42.8,17.0,0.0,0.0,5.0
