,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,Titu_4,Titu_10,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI
726,5.31,5.0,5.31,26,4,26,0.76,1,0,1,0.85,0.75,0.85,1866,255,1866,71.77,63.75,71.77,1866.0,1866.0,7.0,5.0,5.222222222222222,4.5,5.0,5.5,5.0,0.0,5.5,7.0,5.0,4.5,5.0,6.0,6.0,6.0,6.0,5.5,4,9,0.0,0.0,0.0,3.0,2.0,2.0,0.784,981.0,14.0,21.0,44.78,31.0,0.0,0.0,5.5
727,5.29,5.36,5.31,24,7,36,0.86,1,0,3,0.67,0.86,0.75,1451,490,2378,60.46,70.0,66.06,1451.0,793.0,6.0,5.375,5.388888888888889,6.0,4.5,6.0,5.0,4.0,7.0,5.0,0.0,4.0,7.0,5.5,4.0,6.0,5.5,5.0,4,9,0.0,0.0,1.0,0.0,2.0,6.0,0.8011,1048.0,22.0,27.0,53.77,21.0,0.0,0.0,5.0
728,5.23,6.0,5.23,11,2,11,0.61,1,1,1,0.27,0.5,0.27,317,83,317,28.82,41.5,28.82,317.0,317.0,7.0,6.0,5.5,5.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,6.0,0.8385,212.0,3.0,4.0,41.18,3.0,0.0,0.0,0.0
729,5.12,5.45,4.89,17,11,28,0.86,1,1,1,0.29,0.45,0.32,579,506,1079,34.06,46.0,38.54,579.0,1079.0,7.0,4.75,5.4,5.0,4.0,5.0,5.0,5.0,5.0,5.5,6.0,6.5,7.0,6.0,0.0,4.5,4.0,5.0,4,10,0.0,0.0,1.0,5.0,2.0,3.0,0.8482,498.0,1.0,3.0,58.24,4.0,0.0,0.0,0.0
730,5.06,5.5,5.05,17,5,28,0.68,1,1,1,0.35,0.8,0.32,579,280,933,34.06,56.0,33.32,579.0,933.0,7.0,5.75,5.3125,5.0,5.5,5.5,7.0,4.5,0.0,5.0,5.0,0.0,5.0,0.0,4.5,5.0,0.0,0.0,4,8,0.0,0.0,0.0,0.0,0.0,3.0,0.7425,340.0,4.0,11.0,51.96,11.0,0.0,0.0,0.0
731,5.0,5.0,5.06,7,6,17,0.41,1,1,1,0.57,0.67,0.53,341,330,835,48.71,55.0,49.12,341.0,835.0,5.5,5.125,5.0,5.0,5.5,5.5,4.5,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.8657,149.0,0.0,0.0,53.33,3.0,0.0,0.0,0.0
732,5.0,0.0,4.92,6,0,12,0.55,1,0,1,0.17,0.0,0.08,148,0,209,24.67,0.0,17.42,148.0,209.0,6.0,0.0,4.75,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0,5.0,4.5,6.0,5.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.7191,125.0,3.0,0.0,37.93,3.0,0.0,0.0,6.0
733,5.0,0.0,5.0,11,0,14,0.67,1,0,1,0.18,0.0,0.14,259,0,298,23.55,0.0,21.29,259.0,298.0,6.0,4.5,5.0,0.0,0.0,4.5,4.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.5,2,3,0.0,0.0,0.0,1.0,1.0,0.0,0.7873,151.0,3.0,4.0,45.83,4.0,0.0,0.0,0.0
734,4.96,0.0,4.96,26,0,26,0.66,1,0,1,0.5,0.0,0.5,1176,0,1176,45.23,0.0,45.23,1176.0,1176.0,7.0,4.5,4.722222222222222,0.0,4.5,5.0,4.0,4.5,5.0,5.0,5.0,4.5,5.0,5.0,4.0,7.0,5.0,4.0,3,9,0.0,0.0,0.0,1.0,1.0,11.0,0.7206,593.0,4.0,14.0,41.18,20.0,0.0,0.0,6.5
735,4.91,4.88,4.94,23,16,35,0.58,1,1,1,0.74,0.88,0.74,1451,1121,2189,63.09,70.06,62.54,1451.0,2189.0,5.0,4.5,5.05,4.5,5.0,4.5,4.0,5.0,5.0,5.0,5.0,6.0,6.5,4.0,4.5,4.5,5.0,4.5,4,10,0.0,0.0,0.0,1.0,2.0,15.0,0.7637,1025.0,19.0,16.0,51.52,14.0,0.0,0.0,5.5
736,4.85,4.83,4.81,20,3,21,0.56,1,0,1,0.35,0.33,0.33,770,138,772,38.5,46.0,36.76,770.0,772.0,6.0,4.833333333333333,4.666666666666667,4.5,5.0,5.0,0.0,4.5,0.0,0.0,0.0,4.5,4.5,6.0,5.5,5.0,4.5,5.5,3,6,0.0,0.0,0.0,1.0,3.0,4.0,0.7147,366.0,8.0,10.0,43.86,13.0,0.0,0.0,4.5
737,4.83,4.0,4.69,26,3,34,0.88,1,0,2,0.65,1.0,0.62,1419,217,1743,54.58,72.33,51.26,1419.0,872.0,5.5,4.0,4.722222222222222,4.5,4.0,3.5,0.0,5.0,5.0,5.5,4.5,4.5,6.0,5.0,7.0,5.0,7.0,4.5,3,9,0.0,0.0,0.0,2.0,4.0,15.0,0.7119,600.0,6.0,13.0,38.46,33.0,0.0,0.0,4.5
738,4.82,0.0,4.82,11,0,11,0.72,1,0,1,0.36,0.0,0.36,526,0,526,47.82,0.0,47.82,526.0,526.0,6.0,4.5,4.8,0.0,4.5,4.5,0.0,0.0,0.0,5.0,5.5,4.5,0.0,0.0,0.0,0.0,4.5,0.0,2,5,0.0,0.0,0.0,1.0,1.0,4.0,0.7775,260.0,4.0,1.0,35.14,4.0,0.0,0.0,0.0
739,4.81,0.0,4.84,16,0,25,0.63,1,0,2,0.44,0.0,0.64,620,0,1388,38.75,0.0,55.52,620.0,694.0,6.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.5,0.0,4.0,5.0,4.5,0.0,5.5,0.0,0,3,0.0,0.0,0.0,0.0,0.0,5.0,0.8096,416.0,2.0,6.0,34.0,5.0,0.0,0.0,4.5
740,4.77,4.5,4.92,11,1,18,0.85,1,0,3,0.45,0.0,0.33,429,9,622,39.0,9.0,34.56,429.0,207.0,6.0,4.5,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.5,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,2.0,0.6656,197.0,0.0,3.0,37.5,8.0,0.0,0.0,6.5
741,4.76,4.75,4.81,17,2,24,0.53,1,0,2,0.59,1.0,0.67,839,169,1353,49.35,84.5,56.38,839.0,677.0,6.0,4.75,4.833333333333333,5.0,4.5,0.0,0.0,0.0,4.5,4.5,5.0,0.0,5.5,4.5,4.5,5.5,6.0,4.0,2,6,0.0,0.0,0.0,1.0,0.0,9.0,0.6859,429.0,1.0,1.0,48.25,8.0,0.0,0.0,0.0
742,4.75,4.5,4.75,6,1,6,0.88,1,0,1,0.17,0.0,0.17,107,6,107,17.83,6.0,17.83,107.0,107.0,6.5,4.25,4.75,4.5,0.0,0.0,4.0,6.5,4.5,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.4946,68.0,1.0,0.0,42.86,1.0,0.0,0.0,0.0
743,4.72,4.79,4.71,16,12,26,0.66,1,1,1,0.5,0.58,0.42,682,560,1050,42.63,46.67,40.38,682.0,1050.0,7.0,4.625,4.85,5.0,4.5,4.5,4.5,4.0,4.5,5.0,7.0,5.0,4.5,4.5,4.5,0.0,0.0,0.0,4,10,0.0,0.0,0.0,0.0,0.0,3.0,0.7001,231.0,1.0,6.0,31.43,10.0,0.0,0.0,0.0
744,4.72,4.5,4.95,18,2,30,0.73,1,0,3,0.44,0.5,0.67,761,60,1782,42.28,30.0,59.4,761.0,594.0,6.5,4.5,4.9,4.5,4.5,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.5,6.0,6.5,4.5,4.5,0.0,2,5,0.0,0.0,0.0,0.0,1.0,3.0,0.4608,398.0,0.0,1.0,71.2,16.0,0.0,0.0,4.5
745,4.7,0.0,4.7,23,0,23,0.67,1,0,1,0.83,0.0,0.83,1589,0,1589,69.09,0.0,69.09,1589.0,1589.0,6.5,5.5,4.642857142857143,0.0,0.0,0.0,5.5,4.0,5.0,6.0,3.5,4.5,4.0,5.0,4.5,4.5,5.0,5.0,1,7,0.0,0.0,1.0,2.0,2.0,14.0,0.6664,695.0,6.0,15.0,48.91,16.0,0.0,0.0,0.0
746,4.68,0.0,4.74,11,0,17,0.68,1,0,2,0.0,0.0,0.06,105,0,277,9.55,0.0,16.29,105.0,139.0,6.0,4.5,4.333333333333333,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.0,4.5,4.5,4.0,6.0,4.5,0.0,1,3,0.0,0.0,0.0,1.0,1.0,1.0,0.7045,49.0,0.0,0.0,29.41,4.0,0.0,0.0,4.5
747,4.64,4.8,5.07,18,5,29,1.0,1,0,6,0.39,0.2,0.52,773,194,1520,42.94,38.8,52.41,773.0,253.0,6.5,4.75,4.375,5.0,4.5,4.5,5.0,5.0,0.0,2.0,4.5,4.5,0.0,0.0,4.5,0.0,0.0,0.0,4,8,1.0,0.0,0.0,2.0,5.0,14.0,0.7104,537.0,2.0,3.0,38.21,11.0,0.0,0.0,4.0
748,4.63,4.63,4.58,4,4,12,0.48,1,1,1,0.25,0.25,0.08,144,144,244,36.0,36.0,20.33,144.0,244.0,5.0,4.625,4.625,5.0,5.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.702,74.0,0.0,0.0,47.37,2.0,0.0,0.0,4.5
749,4.61,4.5,4.61,18,1,18,0.56,1,0,1,0.17,0.0,0.17,342,2,342,19.0,2.0,19.0,342.0,342.0,6.0,4.5,4.5,4.5,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.5,4.5,2,3,0.0,0.0,0.0,1.0,2.0,1.0,0.5693,131.0,0.0,3.0,50.0,7.0,0.0,0.0,5.0
750,4.58,4.83,4.66,24,6,35,0.73,1,0,3,1.0,1.0,0.97,1981,494,2878,82.54,82.33,82.23,1981.0,959.0,6.0,4.75,4.666666666666667,4.5,5.0,4.0,5.5,5.0,5.0,0.0,4.0,4.0,5.0,5.0,6.0,4.5,0.0,0.0,4,9,0.0,0.0,0.0,0.0,0.0,10.0,0.7984,860.0,7.0,8.0,31.02,32.0,0.0,0.0,4.0
751,4.58,0.0,4.58,18,0,18,0.67,1,0,1,0.06,0.0,0.06,298,0,298,16.56,0.0,16.56,298.0,298.0,6.0,4.5,4.333333333333333,0.0,0.0,4.5,0.0,4.5,0.0,4.5,4.5,4.0,4.0,4.0,4.5,4.5,0.0,4.5,1,6,0.0,0.0,0.0,1.0,1.0,2.0,0.8058,153.0,2.0,2.0,37.29,7.0,0.0,0.0,6.0
752,4.57,0.0,4.57,7,0,7,1.06,1,0,1,0.71,0.0,0.71,457,0,457,65.29,0.0,65.29,457.0,457.0,4.5,5.0,4.416666666666667,0.0,0.0,0.0,5.0,0.0,5.0,2.5,5.5,4.0,4.5,5.5,0.0,0.0,0.0,0.0,1,6,0.0,0.0,1.0,0.0,0.0,1.0,0.754,257.0,5.0,7.0,54.0,9.0,0.0,0.0,0.0
753,4.57,5.0,4.67,22,1,30,0.58,1,0,2,0.59,0.0,0.53,1280,45,1641,58.18,45.0,54.7,1280.0,821.0,5.0,4.5,4.5,5.0,0.0,4.5,4.0,4.5,4.0,4.0,5.5,4.5,4.5,0.0,0.0,6.0,5.5,5.0,3,9,0.0,0.0,0.0,2.0,2.0,8.0,0.5863,464.0,4.0,4.0,28.42,23.0,0.0,0.0,5.5
754,4.55,0.0,4.58,11,0,18,0.52,1,0,2,0.36,0.0,0.28,369,0,549,33.55,0.0,30.5,369.0,275.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.6303,139.0,0.0,1.0,31.33,9.0,0.0,0.0,4.5
755,4.5,4.88,4.64,13,4,22,0.87,1,1,3,0.85,1.0,0.91,794,311,1507,61.08,77.75,68.5,794.0,502.0,4.5,4.875,4.9,5.0,5.0,6.0,3.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4,5,0.0,0.0,0.0,2.0,2.0,5.0,0.6487,434.0,9.0,12.0,40.28,8.0,0.0,0.0,0.0
756,4.42,4.5,4.42,18,1,18,0.49,1,0,1,0.17,0.0,0.17,484,13,484,26.89,13.0,26.89,484.0,484.0,6.0,4.333333333333333,4.25,4.5,0.0,4.5,4.0,4.0,0.0,0.0,0.0,4.5,4.0,4.5,0.0,0.0,4.5,0.0,3,6,0.0,0.0,0.0,0.0,0.0,2.0,0.6087,155.0,0.0,2.0,37.04,9.0,0.0,0.0,4.5
757,4.3,0.0,4.37,10,0,19,0.92,1,0,1,0.6,0.0,0.53,459,0,874,45.9,0.0,46.0,459.0,874.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.576,123.0,1.0,1.0,26.67,9.0,0.0,0.0,4.5
758,5.58,5.55,5.58,25,10,25,1.11,0,0,0,1.0,1.0,1.0,2129,864,2129,85.16,86.4,85.16,0.0,0.0,0.0,4.75,5.55,4.5,4.5,5.0,5.0,7.0,5.0,7.5,6.5,4.5,6.0,0.0,5.5,7.5,7.5,5.5,4,10,0.0,0.0,0.0,4.0,3.0,1.0,0.786,1235.0,57.0,36.0,56.65,46.0,0.0,0.0,5.5
759,5.33,5.0,4.93,9,1,15,0.97,0,0,0,0.56,0.0,0.47,454,20,673,50.44,20.0,44.87,0.0,0.0,0.0,4.75,4.75,5.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,2.0,1.0,6.0,0.8882,244.0,0.0,0.0,48.98,3.0,0.0,0.0,0.0
760,5.25,0.0,5.25,2,0,14,0.35,0,0,1,0.0,0.0,0.57,63,0,879,31.5,0.0,62.79,0.0,879.0,7.5,5.0,5.25,0.0,5.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.7038,40.0,0.0,0.0,16.67,1.0,0.0,0.0,0.0
761,5.23,5.25,5.33,20,6,29,1.02,0,0,1,0.8,0.67,0.83,1513,396,2216,75.65,66.0,76.41,0.0,2216.0,4.5,5.625,5.071428571428571,5.5,5.5,6.5,5.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,5.5,4,7,0.0,0.0,0.0,0.0,2.0,1.0,0.8775,1205.0,18.0,14.0,41.98,21.0,0.0,0.0,6.0
762,5.23,5.5,5.39,13,3,22,0.44,0,0,0,0.46,0.67,0.64,487,155,1159,37.46,51.67,52.68,0.0,0.0,0.0,5.5,5.5,5.0,6.0,5.5,0.0,0.0,0.0,5.5,5.5,0.0,0.0,5.5,5.5,5.5,5.0,4.5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.8147,360.0,11.0,11.0,58.62,8.0,0.0,0.0,4.5
763,5.19,5.19,5.19,8,8,8,0.53,0,0,0,0.88,0.88,0.88,625,625,625,78.13,78.13,78.13,0.0,0.0,0.0,5.125,5.1875,5.0,5.5,5.5,4.5,5.0,6.0,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0.0,0.0,0.0,0.0,1.0,2.0,0.7674,405.0,8.0,11.0,62.5,8.0,0.0,0.0,0.0
764,5.14,0.0,5.14,11,0,11,0.5,0,0,0,0.27,0.0,0.27,304,0,304,27.64,0.0,27.64,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.5,5.0,5.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8983,260.0,3.0,4.0,56.67,6.0,0.0,0.0,5.0
765,5.11,0.0,5.04,19,0,25,0.57,0,0,0,0.53,0.0,0.56,899,0,1221,47.32,0.0,48.84,0.0,0.0,0.0,6.0,5.25,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,4.5,5.0,0.0,4.5,5.0,1,4,0.0,0.0,0.0,2.0,2.0,12.0,0.7109,577.0,2.0,7.0,39.2,16.0,0.0,0.0,4.5
766,5.09,5.08,5.09,23,6,23,0.58,0,0,0,0.3,0.17,0.3,863,178,863,37.52,29.67,37.52,0.0,0.0,0.0,5.125,4.9375,5.0,5.0,5.5,5.0,5.0,5.0,0.0,4.0,5.0,0.0,4.5,4.5,0.0,4.5,5.0,4,8,0.0,0.0,0.0,1.0,4.0,6.0,0.8152,457.0,3.0,9.0,45.21,15.0,0.0,0.0,5.0
767,5.08,0.0,5.02,18,0,23,0.46,0,0,0,0.33,0.0,0.43,670,0,944,37.22,0.0,41.04,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,5.5,6.0,5.5,5.0,0.0,0,2,0.0,0.0,0.0,0.0,1.0,3.0,0.769,535.0,8.0,6.0,44.34,14.0,0.0,0.0,5.5
768,5.08,0.0,4.85,13,0,24,0.4,0,0,0,0.38,0.0,0.38,430,0,819,33.08,0.0,34.13,0.0,0.0,0.0,5.5,5.3,0.0,6.0,5.5,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,4.5,0.0,0.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,2.0,0.6684,256.0,3.0,6.0,56.52,7.0,0.0,0.0,0.0
769,5.07,0.0,5.12,7,0,17,0.53,0,0,1,0.57,0.0,0.59,295,0,820,42.14,0.0,48.24,0.0,820.0,6.5,4.833333333333333,5.071428571428571,0.0,5.0,5.0,4.5,6.0,4.5,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.7039,170.0,10.0,3.0,51.43,6.0,0.0,0.0,0.0
770,5.05,0.0,5.05,19,0,19,0.44,0,0,0,0.16,0.0,0.16,581,0,581,30.58,0.0,30.58,0.0,0.0,0.0,5.25,4.916666666666667,0.0,5.5,5.0,0.0,5.0,0.0,0.0,5.0,4.5,4.5,4.5,4.5,5.0,5.5,5.5,2,6,0.0,0.0,0.0,0.0,2.0,11.0,0.6783,457.0,9.0,6.0,41.58,11.0,0.0,0.0,0.0
771,5.0,4.5,5.0,11,1,11,0.95,0,0,0,0.18,0.0,0.18,388,17,388,35.27,17.0,35.27,0.0,0.0,0.0,5.166666666666667,4.857142857142857,4.5,0.0,5.0,6.0,0.0,6.0,5.0,0.0,4.5,3.0,6.0,4.5,6.0,0.0,4.5,3,7,0.0,0.0,0.0,3.0,3.0,7.0,0.8278,242.0,0.0,4.0,55.56,5.0,0.0,0.0,0.0
772,5.0,0.0,5.0,2,0,2,0.0,0,0,0,0.0,0.0,0.0,56,0,56,28.0,0.0,28.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.7619,53.0,1.0,1.0,44.44,0.0,0.0,0.0,0.0
773,5.0,5.0,4.92,17,5,26,0.47,0,0,0,0.53,0.6,0.5,739,265,1111,43.47,53.0,42.73,0.0,0.0,0.0,4.875,4.875,5.0,4.5,5.0,5.0,5.5,0.0,0.0,4.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,4,8,0.0,0.0,0.0,0.0,0.0,5.0,0.674,360.0,4.0,7.0,37.25,25.0,0.0,0.0,0.0
774,5.0,0.0,5.0,5,0,5,0.79,0,0,0,1.0,0.0,1.0,322,0,322,64.4,0.0,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.7719,144.0,1.0,0.0,45.0,4.0,0.0,0.0,5.5
775,5.0,0.0,5.0,5,0,5,0.35,0,0,0,0.2,0.0,0.2,132,0,132,26.4,0.0,26.4,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,5.0,5.0,5.5,5.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.9455,81.0,2.0,2.0,44.44,1.0,0.0,0.0,0.0
776,4.95,4.94,4.83,11,9,18,0.52,0,0,0,0.73,0.78,0.56,755,662,995,68.64,73.56,55.28,0.0,0.0,0.0,5.125,4.944444444444445,4.5,5.0,5.0,6.0,5.0,4.0,4.5,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,0.0,0.0,0.0,0.0,0.0,2.0,0.7882,444.0,10.0,12.0,50.0,6.0,0.0,0.0,0.0
777,4.92,0.0,5.17,6,0,12,0.2,0,0,0,0.0,0.0,0.5,117,0,641,19.5,0.0,53.42,0.0,0.0,0.0,4.75,4.875,0.0,0.0,5.0,4.5,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.8389,81.0,1.0,4.0,37.5,5.0,0.0,0.0,5.5
778,4.92,5.0,4.92,6,1,6,0.2,0,0,0,0.17,0.0,0.17,134,28,134,22.33,28.0,22.33,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.8276,85.0,2.0,2.0,29.17,5.0,0.0,0.0,0.0
779,4.9,4.9,4.9,5,5,5,0.65,0,0,0,0.2,0.2,0.2,113,113,113,22.6,22.6,22.6,0.0,0.0,0.0,5.0,4.9,6.0,4.5,4.5,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0.0,0.0,0.0,1.0,1.0,0.0,0.74,47.0,0.0,0.0,27.78,0.0,0.0,0.0,0.0
780,4.9,0.0,4.97,5,0,15,0.42,0,0,0,0.2,0.0,0.4,121,0,595,24.2,0.0,39.67,0.0,0.0,0.0,4.5,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6867,89.0,1.0,3.0,44.44,4.0,0.0,0.0,5.5
781,4.9,4.5,4.9,5,1,5,0.42,0,0,0,0.0,0.0,0.0,37,5,37,7.4,5.0,7.4,0.0,0.0,0.0,4.75,4.75,4.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2,2,0.0,0.0,0.0,1.0,0.0,2.0,0.5814,50.0,0.0,2.0,30.0,2.0,0.0,0.0,0.0
782,4.85,0.0,4.85,10,0,10,0.34,0,0,0,0.2,0.0,0.2,264,0,264,26.4,0.0,26.4,0.0,0.0,0.0,5.0,4.8,0.0,5.0,5.0,0.0,5.0,0.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.7727,145.0,2.0,6.0,50.94,11.0,0.0,0.0,0.0
783,4.83,0.0,4.83,15,0,15,0.75,0,0,0,0.87,0.0,0.87,1070,0,1070,71.33,0.0,71.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,5.0,4.5,0.0,4.5,0,0,0.0,0.0,0.0,2.0,4.0,10.0,0.7718,812.0,2.0,5.0,49.3,11.0,0.0,0.0,5.0
784,4.81,4.95,4.89,26,11,38,0.84,0,0,1,0.81,0.91,0.82,1798,817,2621,69.15,74.27,68.97,0.0,2621.0,6.0,5.875,5.0,6.0,6.0,5.5,6.0,5.0,5.0,3.5,4.0,3.5,5.5,4.5,0.0,5.0,6.0,4.5,4,10,0.0,0.0,0.0,1.0,3.0,10.0,0.74,966.0,8.0,29.0,46.21,30.0,0.0,0.0,4.5
785,4.8,0.0,4.8,5,0,5,0.27,0,0,0,0.0,0.0,0.0,21,0,21,4.2,0.0,4.2,0.0,0.0,0.0,4.5,4.75,0.0,4.5,0.0,4.5,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.5429,29.0,0.0,1.0,38.46,0.0,0.0,0.0,0.0
786,4.79,4.79,4.79,7,7,7,0.39,0,0,0,0.14,0.14,0.14,193,193,193,27.57,27.57,27.57,0.0,0.0,0.0,4.875,4.785714285714286,4.5,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0.0,0.0,0.0,0.0,1.0,4.0,0.6614,115.0,1.0,0.0,31.82,3.0,0.0,0.0,0.0
787,4.79,5.1,4.79,24,5,24,0.71,0,0,0,0.88,1.0,0.88,1800,444,1800,75.0,88.8,75.0,0.0,0.0,0.0,5.375,4.833333333333333,5.5,5.5,5.5,5.0,4.0,0.0,5.5,4.5,4.0,4.0,5.0,5.0,3.0,0.0,4.0,4,9,0.0,0.0,0.0,1.0,1.0,9.0,0.701,1048.0,23.0,37.0,49.67,38.0,0.0,0.0,5.5
788,4.78,4.75,4.72,20,8,30,0.26,0,0,0,0.1,0.13,0.17,468,227,792,23.4,28.38,26.4,0.0,0.0,0.0,4.875,4.722222222222222,5.0,5.0,5.0,4.5,4.5,4.5,4.5,5.0,0.0,4.5,4.5,5.0,4.5,5.0,5.0,4,9,0.0,0.0,0.0,0.0,1.0,11.0,0.6404,366.0,14.0,7.0,50.0,7.0,0.0,0.0,0.0
789,4.75,0.0,4.88,2,0,8,0.35,0,0,0,0.0,0.0,0.63,34,0,401,17.0,0.0,50.13,0.0,0.0,0.0,4.75,4.75,0.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.7046,29.0,0.0,0.0,66.67,1.0,0.0,0.0,0.0
790,4.75,0.0,4.83,2,0,3,0.35,0,0,0,0.0,0.0,0.0,9,0,31,4.5,0.0,10.33,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.775,16.0,0.0,2.0,60.0,0.0,0.0,0.0,0.0
791,4.75,0.0,4.75,4,0,4,0.29,0,0,0,0.0,0.0,0.0,61,0,61,15.25,0.0,15.25,0.0,0.0,0.0,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.7231,42.0,1.0,0.0,11.11,0.0,0.0,0.0,0.0
