,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,Titu_4,Titu_10,Cleansheet,Pass decis.,Occas° créée,Passes,Ballons,Fautes,But évité,Action stoppée,DMI
74,5.44,6.13,5.48,26,4,32,1.19,1.0,1.0,1.0,2277,360,2757,87.58,90.0,86.16,0.0,0.0,6.125,5.714285714285714,6.0,6.0,5.5,7.0,0.0,0.0,0.0,5.0,4.5,6.0,5.0,5.5,7.0,4.0,7.0,4,7,6.0,0.0,0.0,0.0,0.0,0.0,47.0,26.0,4.0
75,5.43,5.5,5.43,15,1,15,1.33,1.0,1.0,1.0,1273,90,1273,84.87,90.0,84.87,0.0,0.0,5.5,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3.0,0.0,0.0,0.0,0.0,0.0,35.0,14.0,3.5
76,5.41,5.41,5.45,32,32,41,1.15,1.0,1.0,1.0,2880,2880,3690,90.0,90.0,90.0,0.0,0.0,4.625,4.75,4.0,5.5,4.0,5.0,5.5,6.0,4.5,4.0,4.0,5.0,6.5,4.5,4.5,5.0,5.0,4,10,8.0,0.0,0.0,0.0,0.0,0.0,60.0,51.0,6.0
77,5.38,5.38,5.44,32,32,40,1.12,1.0,1.0,1.0,2880,2880,3600,90.0,90.0,90.0,0.0,0.0,5.625,5.2,6.0,5.0,7.5,4.0,4.0,6.0,5.0,4.0,4.5,6.0,5.0,4.0,5.0,5.0,7.0,4,10,6.0,0.0,0.0,0.0,0.0,0.0,69.0,37.0,6.0
78,5.36,0.0,5.45,7,0,11,0.56,0.86,0.0,0.91,600,0,915,85.71,0.0,83.18,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0
79,5.35,5.66,5.35,31,19,40,1.36,1.0,1.0,1.0,2790,1710,3600,90.0,90.0,90.0,0.0,0.0,6.375,5.35,6.0,7.5,6.5,5.5,5.0,4.5,7.0,3.0,4.0,4.5,5.0,8.0,6.0,6.0,6.5,4,10,6.0,0.0,0.0,0.0,0.0,0.0,78.0,34.0,4.75
80,5.33,0.0,5.33,18,0,18,1.28,0.94,0.0,0.94,1607,0,1607,89.28,0.0,89.28,0.0,0.0,4.5,5.277777777777778,0.0,4.0,5.5,4.0,4.0,6.5,7.0,4.0,6.5,6.0,7.0,4.0,6.0,3.0,4.5,3,9,5.0,0.0,0.0,0.0,0.0,0.0,43.0,18.0,6.0
81,5.31,5.31,5.32,32,32,41,1.18,1.0,1.0,1.0,2880,2880,3690,90.0,90.0,90.0,0.0,0.0,5.75,5.65,7.5,4.5,7.0,4.0,6.0,5.0,4.0,5.5,5.5,7.5,6.0,3.0,4.0,7.0,7.0,4,10,4.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0,6.0
82,5.0,0.0,5.0,2,0,2,0.0,1.0,0.0,1.0,180,0,180,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
83,5.0,0.0,5.21,8,0,14,1.16,1.0,0.0,1.0,720,0,1260,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0
84,4.9,0.0,4.9,5,0,5,1.85,0.8,0.0,0.8,407,0,407,81.4,0.0,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0
85,4.88,5.0,4.82,24,17,33,1.35,1.0,1.0,1.0,2160,1530,2970,90.0,90.0,90.0,0.0,0.0,6.0,4.95,5.0,5.5,8.0,5.5,4.0,4.0,2.5,4.0,5.0,6.0,6.0,5.0,3.0,5.0,6.0,4,10,3.0,0.0,0.0,0.0,0.0,0.0,47.0,29.0,5.0
86,4.86,4.88,4.91,25,13,27,0.96,1.0,1.0,1.0,2250,1170,2430,90.0,90.0,90.0,0.0,0.0,5.25,5.05,7.0,4.5,4.0,5.5,4.0,4.5,5.0,6.0,6.0,4.0,4.0,3.0,6.0,0.0,0.0,4,10,0.0,0.0,0.0,0.0,0.0,0.0,49.0,30.0,5.0
87,4.82,0.0,4.59,19,0,22,1.45,1.0,0.0,1.0,1710,0,1980,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,0,0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,24.0,0.0
88,4.81,4.45,4.9,29,11,35,1.19,1.0,1.0,1.0,2529,990,2991,87.21,90.0,85.46,0.0,0.0,4.875,4.5,6.0,4.5,3.5,5.5,4.0,4.0,4.0,6.5,4.0,3.0,4.0,0.0,0.0,2.0,4.5,4,10,3.0,0.0,0.0,0.0,0.0,0.0,40.0,27.0,3.5
89,4.75,0.0,4.75,2,0,2,1.06,0.5,0.0,0.5,135,0,135,67.5,0.0,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
90,4.38,0.0,5.15,4,0,10,1.55,0.75,0.0,0.9,315,0,855,78.75,0.0,85.5,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
91,4.17,0.0,4.67,3,0,6,1.26,1.0,0.0,0.83,270,0,528,90.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,0.0,0.0,5.88,0,0,4,0.0,0.0,0.0,1.0,0,0,289,0.0,0.0,72.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,5.5,0,0,7,0.0,0.0,0.0,1.0,0,0,630,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
94,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,80,0,80,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,5.55,0,0,20,0.0,0.0,0.0,1.0,0,0,1800,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,5.0,0,0,1,0.0,0.0,0.0,0.0,0,0,7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,5.5,0,0,5,0.0,0.0,0.0,0.8,0,0,361,0.0,0.0,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,4.67,0,0,6,0.0,0.0,0.0,1.0,0,0,540,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,5.13,0,0,8,0.0,0.0,0.0,0.88,0,0,675,0.0,0.0,84.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,5.42,0,0,6,0.0,0.0,0.0,0.83,0,0,519,0.0,0.0,86.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,5.5,0,0,4,0.0,0.0,0.0,0.75,0,0,330,0.0,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,6.03,6.5,6.03,20,3,20,0.97,1.0,1.0,1.0,1788,270,1788,89.4,90.0,89.4,0.0,0.0,6.5,6.5,7.5,7.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,6.0,5.0,7.0,5.5,3,5,6.0,0.0,0.0,0.0,0.0,0.0,50.0,28.0,6.0
128,6.0,0.0,6.0,1,0,1,0.0,0.0,0.0,0.0,12,0,12,12.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
129,5.81,5.88,5.83,8,4,9,0.46,0.75,1.0,0.78,638,360,728,79.75,90.0,80.89,0.0,0.0,5.875,5.9,6.0,6.0,5.0,6.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,2.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,5.75
130,5.81,7.0,5.81,26,1,35,1.41,1.0,1.0,1.0,2340,90,3150,90.0,90.0,90.0,0.0,0.0,7.0,6.25,7.0,0.0,0.0,0.0,0.0,7.5,6.0,6.5,4.5,6.0,4.0,6.0,7.5,6.0,6.5,1,6,10.0,0.0,0.0,0.0,0.0,0.0,71.0,35.0,4.0
131,5.75,6.0,5.74,24,9,31,0.66,1.0,1.0,1.0,2160,810,2790,90.0,90.0,90.0,0.0,0.0,5.875,6.0,6.0,6.0,5.5,6.0,7.0,5.5,6.5,5.0,6.5,0.0,0.0,6.0,6.5,5.5,5.0,4,9,9.0,0.0,0.0,0.0,0.0,0.0,37.0,29.0,5.0
132,5.75,0.0,5.68,6,0,11,0.88,1.0,0.0,1.0,540,0,917,90.0,0.0,83.36,0.0,0.0,0.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0,3,2.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,6.0
133,5.75,0.0,5.75,4,0,4,1.26,1.0,0.0,1.0,360,0,360,90.0,0.0,90.0,0.0,0.0,5.666666666666667,5.75,0.0,7.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0
134,5.73,5.73,5.67,30,30,39,0.75,1.0,1.0,1.0,2700,2700,3510,90.0,90.0,90.0,0.0,0.0,5.875,5.85,7.0,5.5,5.0,6.0,5.5,7.0,5.0,5.0,6.5,6.0,6.0,6.0,6.0,5.0,6.0,4,10,23.0,0.0,0.0,0.0,0.0,0.0,44.0,15.0,5.0
135,5.63,0.0,5.63,4,0,4,0.48,0.5,0.0,0.5,206,0,206,51.5,0.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
136,5.6,5.6,5.59,30,30,39,1.48,1.0,1.0,1.0,2700,2700,3510,90.0,90.0,90.0,0.0,0.0,5.625,5.95,4.0,6.5,6.0,6.0,7.0,5.0,5.5,5.5,7.0,7.0,6.0,5.0,6.0,4.0,5.0,4,10,10.0,0.0,0.0,0.0,0.0,0.0,53.0,43.0,5.0
137,5.59,0.0,5.59,16,0,16,1.0,1.0,0.0,1.0,1440,0,1440,90.0,0.0,90.0,0.0,0.0,4.5,5.25,0.0,4.5,4.5,0.0,4.0,0.0,5.5,6.5,0.0,6.5,6.0,6.0,5.5,6.0,7.0,2,6,6.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,0.0
138,5.56,5.25,5.64,24,6,29,1.18,1.0,1.0,0.97,2160,540,2593,90.0,90.0,89.41,0.0,0.0,5.0,5.5,4.0,5.5,4.0,6.5,6.0,5.5,0.0,0.0,0.0,7.0,3.5,6.0,0.0,4.0,5.5,4,7,8.0,0.0,0.0,0.0,0.0,0.0,47.0,20.0,8.0
139,5.55,5.55,5.53,30,30,39,0.89,1.0,1.0,1.0,2700,2700,3510,90.0,90.0,90.0,0.0,0.0,5.0,5.4,5.0,4.0,6.5,4.5,6.0,5.0,5.5,6.0,6.0,5.5,5.0,7.0,6.5,5.0,6.0,4,10,11.0,0.0,0.0,0.0,0.0,0.0,52.0,27.0,5.0
140,5.5,5.53,5.47,28,20,37,0.85,1.0,1.0,1.0,2494,1800,3304,89.07,90.0,89.3,0.0,0.0,5.375,5.8,5.5,4.5,5.5,6.0,5.5,7.0,4.5,6.5,6.5,6.5,4.5,7.0,5.5,5.0,4.5,4,10,11.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,5.25
141,5.5,0.0,5.5,6,0,6,0.55,0.83,0.0,0.83,495,0,495,82.5,0.0,82.5,0.0,0.0,5.5,5.5,0.0,0.0,0.0,5.5,5.5,4.5,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0
142,5.45,5.32,5.45,29,19,29,1.33,1.0,1.0,1.0,2565,1665,2565,88.45,87.63,88.45,0.0,0.0,5.0,4.8,3.5,6.0,6.0,4.5,5.5,4.5,5.5,6.0,2.0,4.5,6.0,5.5,5.5,6.5,4.0,4,10,2.0,0.0,0.0,0.0,0.0,0.0,76.0,30.0,6.0
143,5.43,5.43,5.43,20,20,20,1.23,1.0,1.0,1.0,1800,1800,1800,90.0,90.0,90.0,0.0,0.0,6.25,5.15,6.0,7.0,7.0,5.0,4.0,5.5,4.5,3.5,5.0,4.0,7.0,4.5,8.0,5.0,4.5,4,10,3.0,0.0,0.0,0.0,0.0,0.0,31.0,27.0,6.5
144,5.42,0.0,5.63,6,0,8,0.86,1.0,0.0,1.0,540,0,720,90.0,0.0,90.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,0.0,0.0,0.0,0.0,0,1,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0
145,5.42,5.42,5.51,30,30,39,1.15,1.0,1.0,1.0,2700,2700,3510,90.0,90.0,90.0,0.0,0.0,5.5,5.1,5.0,7.0,4.0,6.0,5.0,5.0,6.5,3.0,5.0,4.5,7.0,4.5,6.5,5.5,6.0,4,10,10.0,0.0,0.0,0.0,0.0,0.0,41.0,29.0,7.0
146,5.39,5.5,5.43,14,1,22,0.81,1.0,1.0,1.0,1191,90,1911,85.07,90.0,86.86,0.0,0.0,5.75,5.75,5.5,0.0,0.0,6.0,0.0,7.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2,4,3.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,6.0
147,5.37,5.18,5.37,15,11,15,1.06,1.0,1.0,1.0,1350,990,1350,90.0,90.0,90.0,0.0,0.0,5.625,5.25,4.5,6.0,5.5,6.5,6.0,4.0,6.0,5.5,2.5,6.0,4.5,0.0,6.0,6.0,5.5,4,10,4.0,0.0,0.0,0.0,0.0,0.0,28.0,12.0,0.0
148,5.36,5.36,5.36,11,11,11,0.95,1.0,1.0,1.0,990,990,990,90.0,90.0,90.0,0.0,0.0,4.375,5.3,5.0,4.5,4.0,4.0,5.5,6.0,7.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,4,10,3.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0
149,5.32,5.32,5.36,30,30,36,1.04,1.0,1.0,1.0,2700,2700,3240,90.0,90.0,90.0,0.0,0.0,4.5,4.9,6.0,4.0,3.0,5.0,4.0,6.0,4.0,7.0,6.0,4.0,7.0,6.0,4.0,6.0,5.0,4,10,6.0,0.0,0.0,0.0,0.0,0.0,53.0,30.0,6.0
150,5.3,5.22,5.22,10,9,18,1.09,1.0,1.0,1.0,900,810,1620,90.0,90.0,90.0,0.0,0.0,5.25,5.222222222222222,6.0,4.0,6.0,5.0,3.5,4.5,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,2.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,0.0
151,5.26,5.5,5.31,25,3,34,1.06,1.0,1.0,1.0,2205,270,3015,88.2,90.0,88.68,0.0,0.0,5.5,5.5,6.0,6.5,4.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,5.5,5.5,4.0,4.0,5.5,3,5,9.0,0.0,0.0,0.0,0.0,0.0,38.0,20.0,5.25
152,5.24,5.36,5.29,29,22,38,1.09,1.0,1.0,1.0,2610,1980,3420,90.0,90.0,90.0,0.0,0.0,4.875,4.9,4.0,6.0,4.0,5.5,5.0,4.0,6.5,5.5,4.5,4.0,7.0,6.5,5.0,6.5,4.0,4,10,9.0,0.0,0.0,0.0,0.0,0.0,48.0,27.0,7.0
153,5.21,4.0,5.21,29,1,36,1.18,1.0,1.0,1.0,2610,90,3240,90.0,90.0,90.0,0.0,0.0,4.166666666666667,5.166666666666667,4.0,0.0,5.5,3.0,5.0,4.0,6.5,7.5,5.0,6.0,5.5,4.0,5.5,5.0,6.0,3,9,1.0,0.0,0.0,0.0,0.0,0.0,74.0,36.0,6.0
