,index,Joueur,Poste,Cote,Enchère moy,Note,Note série,Note 1 an,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,Titu,Titu série,Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Corner gagné,Passes,Ballons,Interceptions,Tacles,Duel,Fautes,But évité,Action stoppée,DMI,moy_j,moy_j_10,j-1,j-2,j-3,j-4,j-5,j-6,j-7,j-8,j-9,j-10,j-11,j-12,j-13,j-14,j-15,j-16,j-17,j-18,j-19,j-20,j-21,j-22,j-23,j-24,j-25,j-26,j-27,j-28,j-29,j-30,j-31,j-32,j-33,j-34,j-35,j-36,j-37,j-38,Titu_4,Titu_10
160,351,Palmer Cole,MO,3.0,3.0,5.0,5.0,5.0,11,1,11,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,140,28,140,12.73,28.0,12.73,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9175,127.0,1.0,1.0,60.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
161,354,Price Isaac,MO,1.0,0.0,5.0,0.0,4.75,1,0,2,0.0,0.0,0.35,0,0,0,0.0,0.0,0.0,32,0,45,32.0,0.0,22.5,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8462,18.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0,0
162,355,Hutchinson Omari,MO,1.0,0.0,5.0,0.0,5.0,1,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,22,0,22,22.0,0.0,22.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
163,356,Moran Andrew,MO,1.0,0.0,5.0,0.0,5.0,1,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,11,0,11,11.0,0.0,11.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
164,363,Schade Kevin,A,7.0,0.0,5.0,4.5,5.0,12,3,12,0.64,0.87,0.64,0,0,0,0.33,1.0,0.33,443,228,443,36.92,76.0,36.92,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,1.0,2.0,9.0,0.5352,201.0,4.0,6.0,45.98,11.0,0.0,0.0,0.0,4.5,4.888888888888889,5.0,3.5,5.0,0.0,5.0,5.0,6.0,5.0,4.5,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9
165,364,Madueke Noni,MO,8.0,0.0,5.0,0.0,5.0,5,0,5,0.35,0.0,0.35,0,0,0,0.4,0.0,0.4,216,0,216,43.2,0.0,43.2,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9049,152.0,1.0,4.0,56.76,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,4.5,0.0,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4
166,367,Richarlison,A,13.0,19.0,4.98,4.5,5.35,21,2,31,0.9,0.71,1.05,0,0,6,0.43,0.0,0.61,769,20,1658,36.62,10.0,53.48,0.0,276.0,6.0,1000.0,2.0,0.0,0.0,0.0,3.0,1.0,6.0,0.7279,404.0,5.0,14.0,42.52,10.0,0.0,0.0,0.0,4.5,5.125,5.0,4.0,0.0,0.0,5.0,7.0,4.0,6.0,5.5,4.5,0.0,4.0,4.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,4.5,5.0,5.0,4.0,7.0,5.0,6.0,4.5,4.0,0.0,0.0,6.5,6.0,6.5,5.0,7.0,2,8
167,374,Pedro Neto,MO,8.0,8.0,4.96,4.75,4.93,14,2,22,0.66,0.35,0.68,0,0,1,0.71,0.0,0.64,757,7,1091,54.07,3.5,49.59,0.0,1091.0,6.5,1000.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.8088,459.0,3.0,6.0,41.38,6.0,0.0,0.0,0.0,5.0,4.916666666666667,5.0,4.5,0.0,5.5,5.0,4.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,5.0,4.0,5.0,6.0,6.0,6.5,5.0,5.0,5.0,4.5,4.5,3,6
168,380,Mudryk Mykhailo,MO,9.0,13.0,4.95,4.83,4.95,10,3,10,0.69,0.76,0.69,0,0,0,0.5,0.67,0.5,443,169,443,44.3,56.33,44.3,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.8188,226.0,0.0,7.0,36.23,6.0,0.0,0.0,0.0,4.833333333333333,5.0,0.0,5.5,5.0,4.0,0.0,6.0,0.0,4.5,4.5,5.5,4.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7
169,384,Loftus-Cheek Ruben,MO,8.0,8.0,4.93,0.0,5.0,20,0,29,0.73,0.0,0.78,0,0,0,0.85,0.0,0.79,1321,0,1933,66.05,0.0,66.66,0.0,0.0,0.0,1000.0,4.5,0.0,0.0,0.0,0.0,2.0,11.0,0.8692,993.0,12.0,13.0,54.55,9.0,0.0,0.0,5.25,4.0,4.916666666666667,0.0,0.0,0.0,4.0,4.5,5.0,5.5,5.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,4.0,5.5,5.0,6.0,5.5,5.0,0.0,0.0,5.5,4.5,6.0,3.0,4.5,5.0,0.0,5.0,5.5,6.0,5.0,5.0,1,6
170,385,Traorè Hamed,MO,8.0,0.0,4.93,0.0,5.06,7,0,25,0.61,0.0,1.05,0,0,3,0.71,0.0,0.64,429,0,1448,61.29,0.0,57.92,0.0,483.0,6.5,1000.0,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.722,282.0,2.0,11.0,50.63,4.0,0.0,0.0,0.0,4.5,5.1,0.0,0.0,0.0,4.5,5.0,0.0,0.0,5.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.5,5.0,0.0,4.5,4.0,1,5
171,401,Lanzini Manuel,MO,5.0,0.0,4.86,0.0,5.0,7,0,14,0.24,0.0,0.71,0,0,1,0.14,0.0,0.5,144,0,611,20.57,0.0,43.64,0.0,611.0,7.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8474,111.0,1.0,0.0,16.67,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.0,4.5,5.0,7.0,4.5,4.5,6.0,0,2
172,413,Pellistri Facundo,MO,4.0,0.0,4.83,0.0,4.83,3,0,6,0.29,0.0,0.26,0,0,0,0.0,0.0,0.0,54,0,120,18.0,0.0,20.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8889,21.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,4.5,4.75,0.0,0.0,0.0,4.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,2
173,414,Harris Luke,MO,1.0,0.0,4.83,0.0,4.83,3,0,3,0.29,0.0,0.29,0,0,0,0.0,0.0,0.0,10,0,10,3.33,0.0,3.33,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
174,417,Jiménez Raúl,A,8.0,8.0,4.81,0.0,4.76,13,0,19,0.63,0.0,0.77,0,0,0,0.54,0.0,0.63,739,0,1216,56.85,0.0,64.0,0.0,0.0,0.0,1000.0,1.5,0.0,0.0,0.0,1.0,4.0,8.0,0.6467,289.0,0.0,5.0,49.48,10.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,4.5,5.0,6.5,5.5,4.5,0.0,4.5,4.5,4.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.5,5.0,4.5,0.0,0.0,6.0,5.0,4.5,4.0,5.5,3.0,0,5
175,418,Elanga Anthony,A,5.0,0.0,4.81,0.0,4.9,16,0,25,0.57,0.0,0.79,0,0,0,0.31,0.0,0.52,421,0,1087,26.31,0.0,43.48,0.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.6715,209.0,2.0,0.0,44.23,3.0,0.0,0.0,4.25,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,4.5,0.0,0.0,0.0,4.0,4.5,4.5,5.5,5.0,5.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,4.5,4.5,5.0,5.5,4.0,6.5,4.5,7.0,0,3
176,421,van de Beek Donny,MO,1.0,1.0,4.79,0.0,5.0,7,0,8,0.27,0.0,0.65,0,0,1,0.29,0.0,0.25,163,0,216,23.29,0.0,27.0,0.0,216.0,6.5,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8346,77.0,1.0,0.0,35.29,4.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,5.0,6.5,0.0,0.0,0.0,0.0,0.0,0,0
177,424,Edozie Samuel,MO,4.0,0.0,4.78,0.0,4.78,16,0,16,0.36,0.0,0.36,0,0,0,0.31,0.0,0.31,545,0,545,34.06,0.0,34.06,0.0,0.0,0.0,1000.0,0.5,0.0,0.0,0.0,0.0,0.0,7.0,0.7175,304.0,6.0,10.0,56.84,1.0,0.0,0.0,0.0,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.5,5.0,4.5,5.0,5.5,4.5,5.0,4.5,4.5,0.0,4.5,0.0,4.5,4.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
178,426,Weghorst Wout,A,8.0,12.0,4.77,4.3,4.73,11,5,22,0.93,0.27,0.88,0,0,1,0.82,0.6,0.77,648,191,1349,58.91,38.2,61.32,0.0,1349.0,6.5,1000.0,3.5,0.0,0.0,0.0,1.0,1.0,2.0,0.7405,240.0,7.0,3.0,36.62,10.0,0.0,0.0,0.0,4.166666666666667,4.928571428571429,0.0,4.0,4.5,4.0,0.0,4.5,4.5,0.0,7.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5,4.5,4.5,6.0,6.5,3,7
179,434,Lewis-Potter Keane,A,3.0,6.0,4.75,0.0,4.75,10,0,10,0.35,0.0,0.35,0,0,0,0.3,0.0,0.3,317,0,317,31.7,0.0,31.7,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.5715,152.0,1.0,0.0,37.14,1.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.5,4.5,0.0,0.0,0.0,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.5,5.5,5.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1
180,435,Buonanotte Facundo,MO,6.0,0.0,4.75,0.0,4.75,4,0,4,0.5,0.0,0.5,0,0,0,0.0,0.0,0.0,54,0,54,13.5,0.0,13.5,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.631,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.5,4.833333333333333,0.0,0.0,0.0,4.5,0.0,0.0,5.5,0.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
181,437,Lingard Jesse,MO,5.0,5.0,4.74,0.0,4.7,17,0,20,0.59,0.0,0.64,0,0,0,0.71,0.0,0.65,927,0,1083,54.53,0.0,54.15,0.0,0.0,0.0,1000.0,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.7429,390.0,4.0,4.0,37.74,8.0,0.0,0.0,4.5,5.0,4.666666666666667,0.0,5.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.5,4.0,5.0,4.5,5.0,0.0,3.5,5.0,0.0,5.0,0.0,5.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,4.5,5.5,1,3
182,441,Sarmiento Jeremy,A,5.0,0.0,4.72,0.0,4.63,9,0,12,0.71,0.0,0.64,0,0,0,0.11,0.0,0.08,169,0,193,18.78,0.0,16.08,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7353,116.0,1.0,3.0,43.24,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,5.0,5.5,4.0,5.0,0.0,0.0,4.0,4.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0,1
183,445,Sulemana Kamaldeen,MO,10.0,10.0,4.71,4.68,4.92,12,11,26,0.54,0.56,0.63,0,0,1,0.67,0.64,0.38,721,631,1037,60.08,57.36,39.88,0.0,1037.0,7.0,1000.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.7892,386.0,2.0,6.0,41.07,9.0,0.0,0.0,0.0,4.625,4.75,5.0,5.0,3.5,5.0,5.0,5.0,5.5,4.5,4.5,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10
184,454,Undav Deniz,A,8.0,0.0,4.62,0.0,4.62,13,0,13,0.36,0.0,0.36,0,0,0,0.15,0.0,0.15,251,0,251,19.31,0.0,19.31,0.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.7385,101.0,0.0,3.0,41.67,3.0,0.0,0.0,0.0,5.0,4.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.5,4.0,5.5,0.0,0.0,0.0,0.0,0.0,4.5,5.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1,3
185,458,Ghoddos Saman,A,5.0,0.0,4.58,0.0,4.64,12,0,14,0.19,0.0,0.31,0,0,0,0.0,0.0,0.07,106,0,208,8.83,0.0,14.86,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.568,89.0,3.0,1.0,44.44,1.0,0.0,0.0,4.5,4.5,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.5,0.0,4.5,0.0,0.0,4.5,4.5,4.5,0.0,0.0,0.0,0.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.5,2,3
186,466,Cornet Maxwel,MO,3.0,4.0,4.5,4.5,4.92,10,3,19,0.33,0.0,1.04,0,0,3,0.1,0.0,0.42,135,18,805,13.5,6.0,42.37,0.0,268.0,6.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8399,79.0,0.0,2.0,52.38,2.0,0.0,0.0,0.0,4.5,4.375,4.5,4.5,4.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.5,4.0,0.0,0.0,4.5,4.5,0.0,6.5,3.5,6.0,0.0,0.0,4.0,3,4
187,468,Brooks David,MO,3.0,3.0,4.5,0.0,4.5,2,0,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,29,0,29,14.5,0.0,14.5,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
188,469,Mighten Alex,A,1.0,0.0,4.5,0.0,4.5,1,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,7,0,7,7.0,0.0,7.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0
189,470,Kalajdzic Sasa,A,1.0,1.0,4.5,0.0,4.5,1,0,1,0.0,0.0,0.0,0,0,0,1.0,0.0,1.0,45,0,45,45.0,0.0,45.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
190,471,Orsic Mislav,MO,3.0,0.0,4.5,0.0,4.5,1,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6,0,6,6.0,0.0,6.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
191,472,Onuachu Paul,A,8.0,10.0,4.5,4.5,4.5,9,2,9,0.5,0.71,0.5,0,0,0,0.33,0.0,0.33,329,41,329,36.56,20.5,36.56,0.0,0.0,0.0,1000.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5276,139.0,0.0,2.0,44.68,12.0,0.0,0.0,0.0,4.666666666666667,4.5,4.0,5.0,0.0,5.0,0.0,4.5,0.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7
192,473,Semenyo Antoine,A,7.0,0.0,4.5,0.0,4.5,9,0,9,0.43,0.0,0.43,0,0,0,0.22,0.0,0.22,238,0,238,26.44,0.0,26.44,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.628,108.0,2.0,0.0,40.48,5.0,0.0,0.0,0.0,4.5,4.642857142857143,0.0,0.0,4.5,4.5,4.0,5.0,5.0,0.0,5.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7
193,477,Durán Jhon,A,9.0,0.0,4.44,0.0,4.44,8,0,8,0.32,0.0,0.32,0,0,0,0.0,0.0,0.0,78,0,78,9.75,0.0,9.75,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3771,46.0,1.0,0.0,36.36,6.0,0.0,0.0,0.0,4.0,4.416666666666667,0.0,4.0,0.0,0.0,4.0,4.5,4.5,0.0,4.5,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
194,478,Lucas Moura,MO,3.0,0.0,4.42,0.0,4.65,12,0,20,0.79,0.0,0.81,0,0,0,0.0,0.0,0.1,119,0,349,9.92,0.0,17.45,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5069,97.0,2.0,5.0,57.14,2.0,0.0,0.0,4.5,2.0,4.0,0.0,0.0,0.0,2.0,0.0,4.5,5.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,5.0,5.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,6.0,5.5,0.0,4.0,4.5,4.5,1,4
195,479,Rutter Georginio,A,7.0,8.0,4.35,0.0,4.35,10,0,10,0.34,0.0,0.34,0,0,0,0.1,0.0,0.1,234,0,234,23.4,0.0,23.4,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7096,137.0,3.0,9.0,42.03,5.0,0.0,0.0,0.0,4.333333333333333,4.375,0.0,4.5,4.0,4.5,0.0,4.5,4.0,4.5,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
196,481,Fernández Mateo Joseph,A,1.0,1.0,4.33,0.0,4.33,3,0,3,0.29,0.0,0.29,0,0,0,0.0,0.0,0.0,24,0,24,8.0,0.0,8.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
197,482,Ayew André,A,8.0,20.0,4.3,4.5,4.3,10,1,10,0.67,0.0,0.67,0,0,0,0.1,0.0,0.1,260,3,260,26.0,3.0,26.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5127,99.0,0.0,2.0,46.0,1.0,0.0,0.0,0.0,4.5,4.1875,4.5,0.0,4.5,0.0,4.0,2.5,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
198,484,David Datro Fofana David Datro,A,3.0,0.0,4.25,0.0,4.25,2,0,2,0.35,0.0,0.35,0,0,0,0.5,0.0,0.5,60,0,60,30.0,0.0,30.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,36.0,0.0,1.0,50.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
199,493,Townsend Andros,MO,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
